Region,Year,Sex,Age,artstart_n,cd4_artstart_n,cd4_art_0_200,cd4_art_201_350,cd4_art_351_500,cd4_art_501_up,cd4_art_median,cd4_art_p25,cd4_art_p75,artstart_30d_n,cd4_art_perc,artstart_9mo_n,vl_6mo_n,vl_6mo_perc,vl_supp_6mo_n,vl_supp_6mo_perc,artstart_15mo_n,vl_12mo_n,vl_12mo_perc,vl_supp_12mo_n,vl_supp_12mo_perc
SA,2009,Female,50+,2232,1435,884,452,64,35,169,105.5,242,2178,65.9,1802,367,20.4,337,91.8,1665,324,19.5,303,93.5
SA,2010,Male,20-49,15997,10479,7047,2764,439,229,149,77,229,15528,67.5,12515,2294,18.3,2025,88.3,11252,2034,18.1,1710,84.1
SA,2010,Male,50+,2398,1407,917,393,64,33,154,84,242.5,2317,60.7,1853,404,21.8,341,84.4,1691,347,20.5,289,83.3
SA,2010,Female,20-49,26670,17698,10200,5833,973,692,179,100,262,26073,67.9,21824,4443,20.4,3948,88.9,19932,3983,20,3487,87.5
SA,2010,Female,50+,2509,1665,943,557,86,79,181,110,266,2457,67.8,2040,401,19.7,372,92.8,1874,364,19.4,330,90.7
SA,2011,Male,20-49,17019,10940,6340,3632,650,318,174,89,264,16603,65.9,13356,2450,18.3,2099,85.7,12099,1987,16.4,1687,84.9
SA,2011,Male,50+,2757,1668,949,557,116,46,174,89,272,2669,62.5,2128,451,21.2,392,86.9,1918,358,18.7,307,85.8
SA,2011,Female,20-49,29379,18461,8839,7363,1379,880,207,120,298,28805,64.1,24190,4633,19.2,4102,88.5,22265,3878,17.4,3427,88.4
SA,2011,Female,50+,2857,1796,853,747,100,96,210,129,297,2790,64.4,2332,475,20.4,432,90.9,2124,371,17.5,344,92.7
SA,2012,Male,20-49,16457,9766,5167,3513,716,370,189,95,289,16038,60.9,12974,2626,20.2,2293,87.3,11849,2052,17.3,1722,83.9
SA,2012,Male,50+,2530,1395,739,497,104,55,190,96.5,287,2440,57.2,1983,472,23.8,420,89,1813,384,21.2,334,87
SA,2012,Female,20-49,28560,16368,6759,7211,1416,982,234,136,316,27894,58.7,23589,5119,21.7,4610,90.1,21808,3968,18.2,3547,89.4
SA,2012,Female,50+,2571,1486,629,667,107,83,228.5,131,316,2497,59.5,2061,418,20.3,389,93.1,1905,333,17.5,315,94.6
SA,2013,Male,20-49,19653,10741,5380,3704,1064,593,200,101,306,19186,56,15766,2657,16.9,2366,89,14421,1952,13.5,1692,86.7
SA,2013,Male,50+,3037,1508,731,525,163,89,206.5,111.75,317,2942,51.3,2385,454,19,403,88.8,2200,334,15.2,289,86.5
SA,2013,Female,20-49,35288,18629,6613,7290,2444,2282,260,152,352,34621,53.8,29381,5102,17.4,4651,91.2,27270,3937,14.4,3543,90
SA,2013,Female,50+,2950,1599,624,624,194,157,251,141,341,2891,55.3,2453,424,17.3,399,94.1,2299,317,13.8,295,93.1
SA,2014,Male,20-49,20218,11709,5272,3776,1867,794,223,114,339,19738,59.3,16476,2606,15.8,2370,90.9,15098,1960,13,1741,88.8
SA,2014,Male,50+,2983,1622,717,542,249,114,226.5,116.25,338.75,2903,55.9,2397,460,19.2,417,90.7,2224,331,14.9,299,90.3
SA,2014,Female,20-49,39236,20983,6314,6597,4612,3460,300,173,435,38465,54.6,32757,5180,15.8,4796,92.6,30374,4219,13.9,3858,91.4
SA,2014,Female,50+,3072,1732,596,597,340,199,268,153,389,2998,57.8,2564,414,16.1,386,93.2,2418,337,13.9,318,94.4
SA,2015,Male,20-49,20499,11000,4829,3243,2144,784,230,115,360,20075,54.8,16538,3420,20.7,3115,91.1,14920,2811,18.8,2483,88.3
SA,2015,Male,50+,2924,1450,641,412,293,104,234,109,365,2839,51.1,2368,532,22.5,483,90.8,2163,450,20.8,406,90.2
SA,2015,Female,20-49,38900,18790,5266,5310,5085,3129,320,182,450,38108,49.3,31918,6856,21.5,6378,93,29385,5456,18.6,4997,91.6
SA,2015,Female,50+,2999,1601,538,484,400,179,279,154,409,2937,54.5,2502,524,20.9,499,95.2,2317,465,20.1,443,95.3
SA,2016,Male,20-49,21828,9939,4134,2681,1912,1212,242,119.5,394,21365,46.5,17499,5014,28.7,4503,89.8,15632,4309,27.6,3786,87.9
SA,2016,Male,50+,3154,1275,557,314,231,173,235,117,396.5,3058,41.7,2513,844,33.6,761,90.2,2266,792,35,724,91.4
SA,2016,Female,20-49,40985,17430,4652,4355,4234,4189,341,189,494,40233,43.3,33439,9261,27.7,8566,92.5,30455,8120,26.7,7408,91.2
SA,2016,Female,50+,3457,1630,476,446,364,344,318,172,473.75,3370,48.4,2866,831,29,772,92.9,2622,769,29.3,710,92.3
SA,2017,Male,20-49,28847,10298,3769,2794,1864,1871,272,139,436,28298,36.4,21760,6022,27.7,5420,90,18561,5148,27.7,4491,87.2
SA,2017,Male,50+,3859,1225,450,315,188,272,274,140,470,3749,32.7,2950,977,33.1,890,91.1,2592,833,32.1,743,89.2
SA,2017,Female,20-49,51262,17219,3984,4018,3670,5547,375,214.5,563,50304,34.2,39586,11342,28.7,10339,91.2,34217,9741,28.5,8807,90.4
SA,2017,Female,50+,4104,1398,356,331,274,437,359,198.25,550.75,4012,34.8,3270,1005,30.7,952,94.7,2816,916,32.5,862,94.1
SA,2018,Male,20-49,26833,7852,2932,2186,1358,1376,264,137,426,26182,30,17782,5862,33,5211,88.9,14367,5255,36.6,4611,87.7
SA,2018,Male,50+,3300,875,346,244,136,149,246,131,420,3204,27.3,2318,938,40.5,835,89,1976,828,41.9,739,89.3
SA,2018,Female,20-49,46568,12763,2905,3061,2767,4030,371,215,559,45396,28.1,31169,10419,33.4,9363,89.9,25350,9553,37.7,8547,89.5
SA,2018,Female,50+,3603,1006,268,241,203,294,345.5,189.25,542.5,3498,28.8,2566,966,37.6,906,93.8,2197,860,39.1,801,93.1
SA,2019,Male,20-49,23083,5228,1938,1391,969,930,267,135,430,22400,23.3,16089,6674,41.5,6099,91.4,12972,4302,33.2,3877,90.1
SA,2019,Male,50+,2915,550,244,137,79,90,240,100,390.75,2804,19.6,2130,943,44.3,849,90,1693,642,37.9,591,92.1
SA,2019,Female,20-49,34881,8019,1833,1954,1657,2575,370,216,570,33746,23.8,24977,10838,43.4,9875,91.1,20061,7626,38,6923,90.8
SA,2019,Female,50+,2941,557,172,106,112,167,353,161,545,2834,19.7,2231,900,40.3,831,92.3,1756,651,37.1,609,93.5
SA,2020,Male,20-49,18807,3336,1266,879,601,590,267,134,427,18148,18.4,11518,4409,38.3,4026,91.3,8710,2725,31.3,2495,91.6
SA,2020,Male,50+,2368,385,155,101,53,76,249,142,443,2263,17,1437,605,42.1,565,93.4,1093,387,35.4,363,93.8
SA,2020,Female,20-49,32412,5464,1236,1230,1193,1805,379,218.75,575,31339,17.4,20191,8727,43.2,8090,92.7,15412,5949,38.6,5531,93
SA,2020,Female,50+,2380,315,94,74,50,97,323,170,573,2269,13.9,1467,539,36.7,508,94.2,1125,413,36.7,391,94.7
SA,2021,Male,20-49,13396,2287,891,592,395,409,260,126,431,12855,17.8,7772,3082,39.7,2863,92.9,5480,1925,35.1,1785,92.7
SA,2021,Male,50+,1744,298,141,65,50,42,225,85.75,412.25,1647,18.1,1077,447,41.5,420,94,794,291,36.6,265,91.1
SA,2021,Female,20-49,23893,3886,919,938,780,1249,363,210,562.75,22872,17,14621,6591,45.1,6149,93.3,10299,4440,43.1,4174,94
SA,2021,Female,50+,1825,280,87,64,49,80,305.5,174,553.5,1734,16.1,1081,461,42.6,444,96.3,816,318,39,301,94.7
SA,2022,Male,20-49,8771,2094,882,511,327,374,241.5,128,424.75,8026,26.1,3973,1809,45.5,1691,93.5,2360,883,37.4,812,92
SA,2022,Male,50+,1519,430,174,98,66,92,275.5,131.75,452.75,1361,31.6,716,390,54.5,362,92.8,402,204,50.7,185,90.7
SA,2022,Female,20-49,15059,3247,835,730,650,1032,363,200,569.5,13499,24.1,6162,2899,47,2720,93.8,3604,1513,42,1417,93.7
SA,2022,Female,50+,1350,268,103,58,27,80,285.5,135.5,548,1163,23,562,244,43.4,236,96.7,333,130,39,125,96.2
SA,2023,Male,20-49,3900,980,429,243,169,139,233,107,399,3626,27,778,340,43.7,321,94.4,**,**,**,**,**
SA,2023,Male,50+,708,215,115,40,21,39,179,66.5,387,660,32.6,123,75,61,72,96,**,**,**,**,**
SA,2023,Female,20-49,5901,1400,377,327,288,408,348,189.5,535,5527,25.3,1112,504,45.3,475,94.2,**,**,**,**,**
SA,2023,Female,50+,707,168,60,33,23,52,272.5,131,547.25,658,25.5,126,56,44.4,53,94.6,**,**,**,**,**
SA,2024,Male,20-49,127,*,*,*,*,*,*,*,*,72,*,0,0,,0,,**,**,**,**,**
SA,2024,Male,50+,17,0,,,,,,,,*,*,0,0,,0,,**,**,**,**,**
SA,2024,Female,20-49,228,14,*,*,*,*,412,317.75,629.5,114,12.3,0,0,,0,,**,**,**,**,**
SA,2024,Female,50+,26,*,*,*,*,*,*,*,*,13,*,0,0,,0,,**,**,**,**,**
WA,ALL,ALL,ALL,42369,33635,18472,9661,3108,2394,181,84,294.9558,41721,80.6,35939,11437,31.8,9678,84.6,33361,10526,31.6,8893,84.5
WA,2006,ALL,ALL,2244,1950,1555,271,63,61,121,53,188.75,2215,88,1933,954,49.4,744,78,1815,907,50,710,78.3
WA,2007,ALL,ALL,3129,2702,2063,507,90,42,125,62,195.75,3080,87.7,2696,1011,37.5,787,77.8,2534,986,38.9,777,78.8
WA,2008,ALL,ALL,3871,3443,2218,988,162,75,157,77,234,3822,90.1,3364,1417,42.1,1162,82,3197,1334,41.7,1099,82.4
WA,2009,ALL,ALL,3663,3217,1974,944,176,123,163,77.616,247,3600,89.4,3167,1018,32.1,819,80.5,2976,1066,35.8,872,81.8
WA,2010,ALL,ALL,3625,3118,1835,999,168,116,171,85,253,3573,87.3,3140,859,27.4,684,79.6,2934,742,25.3,598,80.6
WA,2011,ALL,ALL,3312,3050,1699,1034,196,121,181.5,90.218125,274.75,3242,94.1,2833,598,21.1,499,83.4,2666,322,12.1,272,84.5
WA,2012,ALL,ALL,3267,3031,1460,1119,253,199,207,95,309,3213,94.3,2790,441,15.8,367,83.2,2632,667,25.3,555,83.2
WA,2013,ALL,ALL,3358,3184,1512,1171,332,169,210.5,93,313,3303,96.4,2918,276,9.5,225,81.5,2718,280,10.3,236,84.3
WA,2014,ALL,ALL,2539,2364,1156,780,301,127,207,85,316,2497,94.7,2176,401,18.4,343,85.5,2015,512,25.4,442,86.3
WA,2015,ALL,ALL,2283,2007,811,561,398,237,256,112.5,388,2238,89.7,1960,674,34.4,612,90.8,1839,802,43.6,721,89.9
WA,2016,ALL,ALL,1849,1581,635,412,331,203,257,116,403,1825,86.6,1604,645,40.2,579,89.8,1519,548,36.1,486,88.7
WA,2017,ALL,ALL,1643,1258,434,268,222,334,309,138,514,1622,77.6,1396,574,41.1,515,89.7,1332,587,44.1,521,88.8
WA,2018,ALL,ALL,1175,783,334,163,119,167,256,100,468,1154,67.9,952,410,43.1,364,88.8,882,319,36.2,287,90
WA,2019,ALL,ALL,1362,752,319,173,97,163,253,105.75,452.5,1347,55.8,1144,425,37.2,388,91.3,1051,344,32.7,303,88.1
WA,2020,ALL,ALL,1921,445,170,106,75,94,257,125,441,1913,23.3,1654,710,42.9,664,93.5,1529,485,31.7,437,90.1
WA,2021,ALL,ALL,1532,278,101,67,46,64,277.5,122,479.75,1518,18.3,1358,650,47.9,591,90.9,1284,473,36.8,441,93.2
WA,2022,ALL,ALL,1116,282,109,52,54,67,293.5,117.25,494.75,1103,25.6,754,349,46.3,320,91.7,437,151,34.6,136,90.1
WA,2023,ALL,ALL,474,189,86,46,25,32,234,96,401,450,42,100,25,25,15,60,**,**,**,**,**
WA,2024,ALL,ALL,*,*,*,*,*,*,*,*,*,*,*,0,0,,0,,**,**,**,**,**
WA,ALL,Male,ALL,15331,11340,6865,2950,908,617,157.56795,64,272,15053,75.3,12803,4207,32.9,3588,85.3,11780,3671,31.2,3119,85
WA,ALL,Female,ALL,27038,22295,11607,6711,2200,1777,193,96,304,26668,83.6,23136,7230,31.2,6090,84.2,21581,6855,31.8,5774,84.2
WA,ALL,ALL,20-49,36903,29417,16288,8440,2654,2035,180,83,292,36367,80.9,31468,10088,32.1,8505,84.3,29237,9271,31.7,7769,83.8
WA,ALL,ALL,50+,5466,4218,2184,1221,454,359,190,94,312,5354,78.8,4471,1349,30.2,1173,87,4124,1255,30.4,1124,89.6
WA,2006,Male,ALL,824,705,597,81,16,11,103,47,170,815,86.5,695,331,47.6,248,74.9,650,306,47.1,242,79.1
WA,2006,Female,ALL,1420,1245,958,190,47,50,132,57,194,1400,88.9,1238,623,50.3,496,79.6,1165,601,51.6,468,77.9
WA,2007,Male,ALL,1098,925,745,152,23,*,109,50,180,1072,86.3,917,363,39.6,293,80.7,852,348,40.8,285,81.9
WA,2007,Female,ALL,2031,1777,1318,355,67,37,133,68,204,2008,88.5,1779,648,36.4,494,76.2,1682,638,37.9,492,77.1
WA,2008,Male,ALL,1258,1105,762,275,47,21,140,60,221,1240,89.1,1082,485,44.8,395,81.4,1024,451,44,365,80.9
WA,2008,Female,ALL,2613,2338,1456,713,115,54,165,85,238,2582,90.5,2282,932,40.8,767,82.3,2173,883,40.6,734,83.1
WA,2009,Male,ALL,1203,1068,722,271,45,30,139,55,229,1175,90.9,1016,351,34.5,300,85.5,952,371,39,318,85.7
WA,2009,Female,ALL,2460,2149,1252,673,131,93,173,92,254,2425,88.6,2151,667,31,519,77.8,2024,695,34.3,554,79.7
WA,2010,Male,ALL,1193,991,661,264,41,25,150,64,234.5,1169,84.8,985,273,27.7,221,81,907,216,23.8,179,82.9
WA,2010,Female,ALL,2432,2127,1174,735,127,91,182,95,260.7552,2404,88.5,2155,586,27.2,463,79,2027,526,25.9,419,79.7
WA,2011,Male,ALL,1070,978,600,311,45,22,162.5,70,252,1038,94.2,888,185,20.8,158,85.4,834,109,13.1,97,89
WA,2011,Female,ALL,2242,2072,1099,723,151,99,191,103,287,2204,94,1945,413,21.2,341,82.6,1832,213,11.6,175,82.2
WA,2012,Male,ALL,1041,976,529,340,73,34,178,68.75,292,1021,95.6,885,122,13.8,98,80.3,832,211,25.4,169,80.1
WA,2012,Female,ALL,2226,2055,931,779,180,165,215,107,315,2192,93.8,1905,319,16.7,269,84.3,1800,456,25.3,386,84.6
WA,2013,Male,ALL,1147,1082,579,372,95,36,181.5,70,294,1124,96.3,963,88,9.1,64,72.7,890,100,11.2,84,84
WA,2013,Female,ALL,2211,2102,933,799,237,133,223,112.92875,321,2179,96.5,1955,188,9.6,161,85.6,1828,180,9.8,152,84.4
WA,2014,Male,ALL,887,830,453,250,91,36,178,70.25,293,866,95.8,746,142,19,118,83.1,683,178,26.1,155,87.1
WA,2014,Female,ALL,1652,1534,703,530,210,91,222,95,324,1631,94.1,1430,259,18.1,225,86.9,1332,334,25.1,287,85.9
WA,2015,Male,ALL,779,678,325,180,113,60,214.5,74,352.75,764,88.7,666,245,36.8,219,89.4,619,253,40.9,217,85.8
WA,2015,Female,ALL,1504,1329,486,381,285,177,275,132,402.985,1474,90.2,1294,429,33.2,393,91.6,1220,549,45,504,91.8
WA,2016,Male,ALL,611,519,253,119,86,61,207,72,373.5,601,86.4,507,196,38.7,178,90.8,472,175,37.1,151,86.3
WA,2016,Female,ALL,1238,1062,382,293,245,142,281,137,416,1224,86.8,1097,449,40.9,401,89.3,1047,373,35.6,335,89.8
WA,2017,Male,ALL,593,439,177,99,78,85,255,98,448,584,75.2,498,195,39.2,174,89.2,473,215,45.5,186,86.5
WA,2017,Female,ALL,1050,819,257,169,144,249,330,153.5,562.70095,1038,78.9,898,379,42.2,341,90,859,372,43.3,335,90.1
WA,2018,Male,ALL,440,297,131,71,44,51,236,98,409,428,69.4,347,155,44.7,136,87.7,325,128,39.4,120,93.8
WA,2018,Female,ALL,735,486,203,92,75,116,270.5,100,494.75,726,66.9,605,255,42.1,228,89.4,557,191,34.3,167,87.4
WA,2019,Male,ALL,509,267,123,59,34,51,230,103.5,405,502,53.2,417,159,38.1,142,89.3,379,121,31.9,107,88.4
WA,2019,Female,ALL,853,485,196,114,63,112,267,107,483,845,57.4,727,266,36.6,246,92.5,672,223,33.2,196,87.9
WA,2020,Male,ALL,995,185,82,40,34,29,226,89,403,995,18.6,903,385,42.6,367,95.3,858,220,25.6,196,89.1
WA,2020,Female,ALL,926,260,88,66,41,65,276,151,497.4114,918,28.3,751,325,43.3,297,91.4,671,265,39.5,241,90.9
WA,2021,Male,ALL,878,102,41,25,18,18,246,115.25,445.0976,870,11.7,809,338,41.8,308,91.1,771,200,25.9,189,94.5
WA,2021,Female,ALL,654,176,60,42,28,46,281,140.5,510.5,648,27.2,549,312,56.8,283,90.7,513,273,53.2,252,92.3
WA,2022,Male,ALL,583,123,54,25,16,28,250,91,471,577,21.3,429,173,40.3,158,91.3,258,68,26.4,59,86.8
WA,2022,Female,ALL,533,159,55,27,38,39,326.6974,135.5,500,526,30.2,325,176,54.2,162,92,179,83,46.4,77,92.8
WA,2023,Male,ALL,218,69,30,16,*,14,288,84,482,208,33.2,50,21,42,11,52.4,**,**,**,**,**
WA,2023,Female,ALL,256,120,56,30,16,18,217,114,392.25,242,49.6,50,*,*,*,*,**,**,**,**,**
WA,2024,Male,ALL,*,*,*,*,*,*,*,*,*,*,*,0,0,,0,,**,**,**,**,**
WA,2024,Female,ALL,*,0,,,,,,,,*,*,0,0,,0,,**,**,**,**,**
WA,2006,ALL,20-49,2024,1766,1406,249,55,56,120.5,53,189,1999,88.3,1742,862,49.5,672,78,1640,828,50.5,639,77.2
WA,2006,ALL,50+,220,184,149,22,*,*,123.5,55.75,183.5,216,85.2,191,92,48.2,72,78.3,175,79,45.1,71,89.9
WA,2007,ALL,20-49,2807,2444,1876,456,76,36,124,60,194,2765,88.4,2422,929,38.4,724,77.9,2271,903,39.8,711,78.7
WA,2007,ALL,50+,322,258,187,51,14,*,134,72.25,207.75,315,81.9,274,82,29.9,63,76.8,263,83,31.6,66,79.5
WA,2008,ALL,20-49,3493,3114,2011,883,153,67,156,76,234,3454,90.2,3030,1287,42.5,1047,81.4,2879,1211,42.1,987,81.5
WA,2008,ALL,50+,378,329,207,105,*,*,163,92,234,368,89.4,334,130,38.9,115,88.5,318,123,38.7,112,91.1
WA,2009,ALL,20-49,3286,2891,1777,841,158,115,164,79,245,3232,89.4,2849,940,33,750,79.8,2681,979,36.5,794,81.1
WA,2009,ALL,50+,377,326,197,103,18,*,160,74,252.75,368,88.6,318,78,24.5,69,88.5,295,87,29.5,78,89.7
WA,2010,ALL,20-49,3203,2765,1637,868,152,108,170,85,253,3157,87.6,2790,789,28.3,629,79.7,2610,674,25.8,539,80
WA,2010,ALL,50+,422,353,198,131,16,*,180,87,251,416,84.9,350,70,20,55,78.6,324,68,21,59,86.8
WA,2011,ALL,20-49,2985,2763,1548,926,177,112,181,89,275.5,2929,94.3,2569,554,21.6,461,83.2,2418,289,12,242,83.7
WA,2011,ALL,50+,327,287,151,108,19,*,189,101.5,269,313,91.7,264,44,16.7,38,86.4,248,33,13.3,30,90.9
WA,2012,ALL,20-49,2879,2666,1274,984,225,183,208,97,311,2830,94.2,2466,404,16.4,333,82.4,2328,598,25.7,496,82.9
WA,2012,ALL,50+,388,365,186,135,28,16,194,84,299,383,95.3,324,37,11.4,34,91.9,304,69,22.7,59,85.5
WA,2013,ALL,20-49,2976,2819,1332,1040,297,150,211,92,314.64,2931,96.2,2602,246,9.5,204,82.9,2423,240,9.9,201,83.8
WA,2013,ALL,50+,382,365,180,131,35,19,203,102,306,372,98.1,316,30,9.5,21,70,295,40,13.6,35,87.5
WA,2014,ALL,20-49,2199,2052,1005,682,258,107,206.5,83,315,2163,94.9,1884,350,18.6,297,84.9,1737,438,25.2,373,85.2
WA,2014,ALL,50+,340,312,151,98,43,20,210.5,100,326.25,334,93.4,292,51,17.5,46,90.2,278,74,26.6,69,93.2
WA,2015,ALL,20-49,1890,1654,668,464,313,209,258,110.25,388,1854,89.2,1630,574,35.2,524,91.3,1533,695,45.3,621,89.4
WA,2015,ALL,50+,393,353,143,97,85,28,244,123,397.5012,384,91.9,330,100,30.3,88,88,306,107,35,100,93.5
WA,2016,ALL,20-49,1494,1273,518,336,264,155,252,116,395,1473,86.4,1298,526,40.5,474,90.1,1230,452,36.7,400,88.5
WA,2016,ALL,50+,355,308,117,76,67,48,266.8574,120.5,433.25,352,87.5,306,119,38.9,105,88.2,289,96,33.2,86,89.6
WA,2017,ALL,20-49,1345,1038,353,230,192,263,310,141.25,503,1328,78.2,1145,470,41,417,88.7,1094,504,46.1,446,88.5
WA,2017,ALL,50+,298,220,81,38,30,71,299.5,124.25,568.25,294,74.8,251,104,41.4,98,94.2,238,83,34.9,75,90.4
WA,2018,ALL,20-49,945,631,270,126,98,137,258,91,468.8325,927,68.1,770,327,42.5,290,88.7,708,248,35,223,89.9
WA,2018,ALL,50+,230,152,64,37,21,30,248,118.75,455.25,227,67,182,83,45.6,74,89.2,174,71,40.8,64,90.1
WA,2019,ALL,20-49,1099,597,253,136,80,128,255,102,454,1092,54.7,931,356,38.2,325,91.3,857,283,33,249,88
WA,2019,ALL,50+,263,155,66,37,17,35,242,114.5,447.9316,255,60.8,213,69,32.4,63,91.3,194,61,31.4,54,88.5
WA,2020,ALL,20-49,1628,352,129,88,60,75,263,129,441.75,1623,21.7,1416,630,44.5,594,94.3,1301,404,31.1,365,90.3
WA,2020,ALL,50+,293,93,41,18,15,19,234,106,428,290,32.1,238,80,33.6,70,87.5,228,81,35.5,72,88.9
WA,2021,ALL,20-49,1328,228,80,53,40,55,281,124,491,1318,17.3,1196,542,45.3,492,90.8,1140,400,35.1,373,93.2
WA,2021,ALL,50+,204,50,21,14,*,*,228,115.5,382,200,25,162,108,66.7,99,91.7,144,73,50.7,68,93.2
WA,2022,ALL,20-49,937,214,84,42,39,49,279.5,119.25,491.25,926,23.1,648,284,43.8,260,91.5,387,125,32.3,110,88
WA,2022,ALL,50+,179,68,25,*,15,18,304,102.25,515,177,38.4,106,65,61.3,60,92.3,50,26,52,26,100
WA,2023,ALL,20-49,381,149,66,36,17,30,247,114,423,362,41.2,80,18,22.5,12,66.7,**,**,**,**,**
WA,2023,ALL,50+,93,40,20,*,*,*,176,72.75,349.25,88,45.5,20,*,*,*,*,**,**,**,**,**
WA,2024,ALL,20-49,*,*,*,*,*,*,*,*,*,*,*,0,0,,0,,**,**,**,**,**
WA,2024,ALL,50+,*,0,,,,,,,,*,*,0,0,,0,,**,**,**,**,**
WA,ALL,Male,20-49,12551,9197,5627,2390,718,462,155,63,268,12340,74.5,10580,3524,33.3,2999,85.1,9738,3027,31.1,2555,84.4
WA,ALL,Male,50+,2780,2143,1238,560,190,155,167,74,290.7514,2713,79,2223,683,30.7,589,86.2,2042,644,31.5,564,87.6
WA,ALL,Female,20-49,24352,20220,10661,6050,1936,1573,190,94,302,24027,84.2,20888,6564,31.4,5506,83.9,19499,6244,32,5214,83.5
WA,ALL,Female,50+,2686,2075,946,661,264,204,217,118,332.5,2641,78.6,2248,666,29.6,584,87.7,2082,611,29.3,560,91.7
WA,2006,Male,20-49,696,600,505,72,14,*,100,44.75,173,691,86.8,592,282,47.6,213,75.5,556,265,47.7,206,77.7
WA,2006,Male,50+,128,105,92,*,*,*,109,52,157,124,84.7,103,49,47.6,35,71.4,94,41,43.6,36,87.8
WA,2006,Female,20-49,1328,1166,901,177,41,47,128.5,57,194,1308,89.1,1150,580,50.4,459,79.1,1084,563,51.9,433,76.9
WA,2006,Female,50+,92,79,57,13,*,*,161,59,208,92,85.9,88,43,48.9,37,86,81,38,46.9,35,92.1
WA,2007,Male,20-49,920,792,641,130,18,*,105.5,48,176.25,901,87.9,773,316,40.9,255,80.7,715,301,42.1,248,82.4
WA,2007,Male,50+,178,133,104,22,*,*,134,73,191,171,77.8,144,47,32.6,38,80.9,137,47,34.3,37,78.7
WA,2007,Female,20-49,1887,1652,1235,326,58,33,132.5,68,201,1864,88.6,1649,613,37.2,469,76.5,1556,602,38.7,463,76.9
WA,2007,Female,50+,144,125,83,29,*,*,134,72,222,144,86.8,130,35,26.9,25,71.4,126,36,28.6,29,80.6
WA,2008,Male,20-49,1062,945,656,226,46,17,143,60,219,1051,89.9,906,417,46,335,80.3,856,386,45.1,306,79.3
WA,2008,Male,50+,196,160,106,49,*,*,132.5,70,224,189,84.7,176,68,38.6,60,88.2,168,65,38.7,59,90.8
WA,2008,Female,20-49,2431,2169,1355,657,107,50,163,84,238,2403,90.3,2124,870,41,712,81.8,2023,825,40.8,681,82.5
WA,2008,Female,50+,182,169,101,56,*,*,175,115,242,179,94.4,158,62,39.2,55,88.7,150,58,38.7,53,91.4
WA,2009,Male,20-49,1004,892,607,224,37,24,139.5,53,225,982,90.8,849,304,35.8,258,84.9,796,321,40.3,273,85
WA,2009,Male,50+,199,176,115,47,*,*,137,61.5,243,193,91.2,167,47,28.1,42,89.4,156,50,32.1,45,90
WA,2009,Female,20-49,2282,1999,1170,617,121,91,173,91.5,254,2250,88.8,2000,636,31.8,492,77.4,1885,658,34.9,521,79.2
WA,2009,Female,50+,178,150,82,56,*,*,183,106.72,268.6675,175,85.7,151,31,20.5,27,87.1,139,37,26.6,33,89.2
WA,2010,Male,20-49,954,796,541,201,33,21,147,63.75,232,933,85.3,798,237,29.7,193,81.4,734,177,24.1,147,83.1
WA,2010,Male,50+,239,195,120,63,*,*,167,64,244.5,236,82.6,187,36,19.3,28,77.8,173,39,22.5,32,82.1
WA,2010,Female,20-49,2249,1969,1096,667,119,87,181,94,260.6016,2224,88.5,1992,552,27.7,436,79,1876,497,26.5,392,78.9
WA,2010,Female,50+,183,158,78,68,*,*,204,107.97065,263.25,180,87.8,163,34,20.9,27,79.4,151,29,19.2,27,93.1
WA,2011,Male,20-49,898,829,516,258,35,20,160,67,252,875,94.7,753,164,21.8,139,84.8,707,90,12.7,80,88.9
WA,2011,Male,50+,172,149,84,53,*,*,178,79,252,163,91.4,135,21,15.6,19,90.5,127,19,15,17,89.5
WA,2011,Female,20-49,2087,1934,1032,668,142,92,190,101,286,2054,94.2,1816,390,21.5,322,82.6,1711,199,11.6,162,81.4
WA,2011,Female,50+,155,138,67,55,*,*,203.3864,130.25,291.75,150,92,129,23,17.8,19,82.6,121,14,11.6,13,92.9
WA,2012,Male,20-49,856,803,429,284,62,28,181,71,293.5,840,95.6,732,109,14.9,86,78.9,690,177,25.7,142,80.2
WA,2012,Male,50+,185,173,100,56,11,*,160,53,287,181,95.6,153,13,8.5,12,92.3,142,34,23.9,27,79.4
WA,2012,Female,20-49,2023,1863,845,700,163,155,216,106,316,1990,93.6,1734,295,17,247,83.7,1638,421,25.7,354,84.1
WA,2012,Female,50+,203,192,86,79,17,*,213.5,121.25,300.25,202,95,171,24,14,22,91.7,162,35,21.6,32,91.4
WA,2013,Male,20-49,937,879,465,311,77,26,184,69,294,917,95.9,791,71,9,52,73.2,730,77,10.5,64,83.1
WA,2013,Male,50+,210,203,114,61,18,*,175.7184,76.5,299.5,207,98.1,172,17,9.9,12,70.6,160,23,14.4,20,87
WA,2013,Female,20-49,2039,1940,867,729,220,124,222,110,321.25,2014,96.3,1811,175,9.7,152,86.9,1693,163,9.6,137,84
WA,2013,Female,50+,172,162,66,70,17,*,236.5,140.25,312.75,165,98.2,144,13,9,*,*,135,17,12.6,15,88.2
WA,2014,Male,20-49,715,672,368,206,74,24,174,70,291.25,699,96.1,602,118,19.6,98,83.1,546,144,26.4,125,86.8
WA,2014,Male,50+,172,158,85,44,17,12,182,78,303.75,167,94.6,144,24,16.7,20,83.3,137,34,24.8,30,88.2
