Region,Year,Sex,Age,artstart_n,cd4_artstart_n,cd4_art_0_200,cd4_art_201_350,cd4_art_351_500,cd4_art_501_up,cd4_art_median,cd4_art_p25,cd4_art_p75,artstart_30d_n,cd4_art_perc,artstart_9mo_n,vl_6mo_n,vl_6mo_perc,vl_supp_6mo_n,vl_supp_6mo_perc,artstart_15mo_n,vl_12mo_n,vl_12mo_perc,vl_supp_12mo_n,vl_supp_12mo_perc
CA,2010,Female,ALL,2018,1334,575,577,106,76,229.5,126.25,315,1977,67.5,1887,144,7.6,132,91.7,1847,100,5.4,88,88
CA,2011,Male,ALL,1039,719,314,343,40,22,224,115,310.5,1024,70.2,980,70,7.1,65,92.9,960,107,11.1,100,93.5
CA,2011,Female,ALL,2177,1509,528,679,158,144,261,157,338,2131,70.8,2014,141,7,129,91.5,1965,171,8.7,147,86
CA,2012,Male,ALL,912,711,307,313,50,41,230,119.5,315.5,901,78.9,875,65,7.4,53,81.5,855,85,9.9,76,89.4
CA,2012,Female,ALL,1962,1530,572,633,171,154,255,141,337.75,1924,79.5,1819,154,8.5,134,87,1769,149,8.4,135,90.6
CA,2013,Male,ALL,1408,844,343,328,87,86,233.5,118.75,332,1363,61.9,1262,66,5.2,59,89.4,1218,142,11.7,130,91.5
CA,2013,Female,ALL,2540,1499,557,511,201,230,260,135.5,379,2453,61.1,2266,93,4.1,85,91.4,2170,184,8.5,166,90.2
CA,2014,Male,ALL,964,676,243,221,153,59,273,135.75,390,940,71.9,882,176,20,164,93.2,851,145,17,134,92.4
CA,2014,Female,ALL,1914,1294,399,448,254,193,292,158,415,1851,69.9,1733,252,14.5,238,94.4,1677,249,14.8,225,90.4
CA,2015,Male,ALL,1205,884,339,218,243,84,277.5,122,419.5,1176,75.2,1114,279,25,253,90.7,1075,197,18.3,171,86.8
CA,2015,Female,ALL,1962,1438,533,367,364,174,269,130.25,433.5,1912,75.2,1796,410,22.8,380,92.7,1721,298,17.3,254,85.2
CA,2016,Male,ALL,1710,1221,459,244,260,258,292,124,473,1667,73.2,1385,509,36.8,468,91.9,1310,267,20.4,221,82.8
CA,2016,Female,ALL,2826,1995,612,426,375,582,336,159,546,2765,72.2,2375,781,32.9,717,91.8,2255,487,21.6,414,85
CA,2017,Male,ALL,1224,584,230,132,100,122,271.5,117.5,453.75,1201,48.6,1013,416,41.1,376,90.4,971,272,28,225,82.7
CA,2017,Female,ALL,1952,921,340,229,148,204,275,127,473,1892,48.7,1605,600,37.4,551,91.8,1537,407,26.5,349,85.7
CA,2018,Male,ALL,1006,310,111,70,51,78,292.5,121.5,502.5,976,31.8,825,444,53.8,406,91.4,769,234,30.4,201,85.9
CA,2018,Female,ALL,1349,471,158,102,82,129,317,146,519.5,1313,35.9,1128,589,52.2,530,90,1044,334,32,285,85.3
CA,2019,Male,ALL,714,123,49,28,16,30,245,119.5,476.5,696,17.7,560,279,49.8,262,93.9,528,172,32.6,155,90.1
CA,2019,Female,ALL,797,148,52,27,23,46,342,150.5,531.75,771,19.2,636,311,48.9,288,92.6,591,214,36.2,198,92.5
CA,2020,Male,ALL,512,78,21,23,19,15,325,183.25,465.25,498,15.7,374,199,53.2,189,95,340,123,36.2,116,94.3
CA,2020,Female,ALL,738,125,38,27,23,37,339,135,557,704,17.8,582,283,48.6,267,94.3,516,181,35.1,170,93.9
CA,2021,Male,ALL,444,63,20,22,*,12,254,151,407.5,432,14.6,298,131,44,124,94.7,252,116,46,107,92.2
CA,2021,Female,ALL,605,101,21,26,31,23,375,226,499,593,17,441,188,42.6,168,89.4,375,175,46.7,166,94.9
CA,2022,Male,ALL,311,70,21,18,20,11,309.5,143.75,458.75,306,22.9,122,72,59,67,93.1,22,13,59.1,12,92.3
CA,2022,Female,ALL,461,89,26,18,16,29,355,182,557,454,19.6,172,87,50.6,84,96.6,36,18,50,18,100
CA,2023,Male,ALL,110,0,,,,,,,,75,0,0,0,,0,,**,**,**,**,**
CA,2023,Female,ALL,174,*,*,*,*,*,*,*,*,120,*,0,0,,0,,**,**,**,**,**
CA,2006,ALL,20-49,1325,925,678,205,25,17,144,68,205,1311,70.6,1251,71,5.7,67,94.4,1224,70,5.7,63,90
CA,2006,ALL,50+,155,94,67,22,*,*,151,78.5,210,153,61.4,152,*,*,*,*,149,*,*,*,*
CA,2007,ALL,20-49,2132,1190,747,342,49,52,175,104,247,2095,56.8,1998,54,2.7,47,87,1957,29,1.5,26,89.7
CA,2007,ALL,50+,274,139,92,37,*,*,172,106,243,272,51.1,268,13,4.9,13,100,262,*,*,*,*
CA,2008,ALL,20-49,2021,1379,691,585,54,49,200,114.5,286,1979,69.7,1907,61,3.2,60,98.4,1854,69,3.7,58,84.1
CA,2008,ALL,50+,238,147,70,72,*,0,204,141.5,273.5,234,62.8,233,12,5.2,12,100,228,13,5.7,*,*
CA,2009,ALL,20-49,2094,1643,757,760,88,38,215,121,299,2072,79.3,2007,77,3.8,72,93.5,1952,63,3.2,57,90.5
CA,2009,ALL,50+,240,179,96,71,*,*,190,114,288,238,75.2,232,*,*,*,*,229,*,*,*,*
CA,2010,ALL,20-49,2596,1741,762,767,127,85,225,125,312,2552,68.2,2442,186,7.6,168,90.3,2386,133,5.6,113,85
CA,2010,ALL,50+,368,246,111,106,19,*,210,117,304,362,68,348,26,7.5,24,92.3,342,20,5.8,18,90
CA,2011,ALL,20-49,2849,1984,741,906,179,158,252,140.75,331,2793,71,2638,179,6.8,164,91.6,2573,252,9.8,224,88.9
CA,2011,ALL,50+,367,244,101,116,19,*,230.5,127,318.25,362,67.4,356,32,9,30,93.8,352,26,7.4,23,88.5
CA,2012,ALL,20-49,2535,1971,753,836,199,183,254,137,333,2488,79.2,2370,192,8.1,166,86.5,2308,209,9.1,188,90
CA,2012,ALL,50+,339,270,126,110,22,12,210,110,310,337,80.1,324,27,8.3,21,77.8,316,25,7.9,23,92
CA,2013,ALL,20-49,3271,2009,768,715,242,284,250,132,359,3162,63.5,2914,133,4.6,120,90.2,2796,293,10.5,265,90.4
CA,2013,ALL,50+,677,334,132,124,46,32,249.5,118,346,654,51.1,614,26,4.2,24,92.3,592,33,5.6,31,93.9
CA,2014,ALL,20-49,2460,1684,552,546,369,217,290,148,414,2384,70.6,2233,381,17.1,359,94.2,2149,346,16.1,314,90.8
CA,2014,ALL,50+,418,286,90,123,38,35,273.5,162.25,354.25,407,70.3,382,47,12.3,43,91.5,379,48,12.7,45,93.8
CA,2015,ALL,20-49,2660,1963,716,492,523,232,278,130,434.5,2599,75.5,2440,583,23.9,535,91.8,2340,429,18.3,369,86
CA,2015,ALL,50+,507,359,156,93,84,26,245,123.5,385.5,489,73.4,470,106,22.6,98,92.5,456,66,14.5,56,84.8
CA,2016,ALL,20-49,3785,2706,907,550,539,710,325,143,518,3702,73.1,3143,1099,35,1009,91.8,2970,621,20.9,514,82.8
CA,2016,ALL,50+,751,510,164,120,96,130,306.5,150.5,511.75,730,69.9,617,191,31,176,92.1,595,133,22.4,121,91
CA,2017,ALL,20-49,2740,1319,477,322,223,297,284,127.5,474.5,2667,49.5,2244,896,39.9,819,91.4,2140,584,27.3,488,83.6
CA,2017,ALL,50+,436,186,93,39,25,29,198.5,101,375.5,426,43.7,374,120,32.1,108,90,368,95,25.8,86,90.5
CA,2018,ALL,20-49,1984,660,223,137,119,181,314,139.25,518.75,1934,34.1,1639,884,53.9,802,90.7,1516,462,30.5,395,85.5
CA,2018,ALL,50+,371,121,46,35,14,26,285,129,441,355,34.1,314,149,47.5,134,89.9,297,106,35.7,91,85.8
CA,2019,ALL,20-49,1276,244,93,47,37,67,288,133.5,520.25,1237,19.7,1000,507,50.7,475,93.7,927,329,35.5,301,91.5
CA,2019,ALL,50+,235,27,*,*,*,*,269,97,653,230,11.7,196,83,42.3,75,90.4,192,57,29.7,52,91.2
CA,2020,ALL,20-49,1044,189,53,48,40,48,332,150,502,1005,18.8,794,409,51.5,389,95.1,717,259,36.1,244,94.2
CA,2020,ALL,50+,206,14,*,*,*,*,225,98,540.5,197,7.1,162,73,45.1,67,91.8,139,45,32.4,42,93.3
CA,2021,ALL,20-49,874,143,32,45,38,28,333,215.5,463.5,857,16.7,616,263,42.7,240,91.3,519,246,47.4,231,93.9
CA,2021,ALL,50+,175,21,*,*,*,*,228,148,592,168,12.5,123,56,45.5,52,92.9,108,45,41.7,42,93.3
CA,2022,ALL,20-49,635,144,42,34,32,36,334,171.25,499.25,623,23.1,236,127,53.8,121,95.3,44,23,52.3,22,95.7
CA,2022,ALL,50+,137,15,*,*,*,*,380,187.5,493,137,10.9,58,32,55.2,30,93.8,14,*,*,*,*
CA,2023,ALL,20-49,220,*,*,*,*,*,*,*,*,145,*,0,0,,0,,**,**,**,**,**
CA,2023,ALL,50+,64,0,,,,,,,,50,0,0,0,,0,,**,**,**,**,**
CA,ALL,Male,20-49,12501,7274,3134,2456,956,728,231,115,343,12239,59.4,10841,2396,22.1,2210,92.2,10327,1664,16.1,1453,87.3
CA,ALL,Male,50+,2816,1528,715,484,190,139,214,104,334,2729,56,2424,467,19.3,423,90.6,2314,346,15,313,90.5
CA,ALL,Female,20-49,24000,14621,5858,4882,1927,1954,249,131,363,23366,62.6,21031,3706,17.6,3403,91.8,20045,2753,13.7,2419,87.9
CA,ALL,Female,50+,3142,1664,657,599,207,201,241,141,348,3072,54.2,2799,542,19.4,500,92.3,2704,387,14.3,348,89.9
CA,2006,Male,20-49,435,302,227,66,*,*,127,57.25,200,430,70.2,407,23,5.7,22,95.7,402,22,5.5,19,86.4
CA,2006,Male,50+,72,44,31,11,*,*,149.5,81.5,209.25,71,62,70,*,*,*,*,67,*,*,*,*
CA,2006,Female,20-49,890,623,451,139,20,13,148,73.5,209.5,881,70.7,844,48,5.7,45,93.8,822,48,5.8,44,91.7
CA,2006,Female,50+,83,50,36,11,*,*,153.5,78.75,220.5,82,61,82,*,*,*,*,82,*,*,*,*
CA,2007,Male,20-49,613,340,234,95,*,*,166.5,85,223,607,56,575,13,2.3,12,92.3,564,*,*,*,*
CA,2007,Male,50+,115,52,34,16,*,0,161.5,99.25,233.75,114,45.6,111,*,*,*,*,108,*,*,*,*
CA,2007,Female,20-49,1519,850,513,247,44,46,177,112,263,1488,57.1,1423,41,2.9,35,85.4,1393,24,1.7,22,91.7
CA,2007,Female,50+,159,87,58,21,*,*,177,115,243,158,55.1,157,*,*,*,*,154,*,*,*,*
CA,2008,Male,20-49,660,445,239,183,14,*,190,99,279,651,68.4,631,16,2.5,16,100,614,19,3.1,17,89.5
CA,2008,Male,50+,126,87,40,43,*,0,212,140,276.5,122,71.3,121,*,*,*,*,117,*,*,*,*
CA,2008,Female,20-49,1361,934,452,402,40,40,206,121,287,1328,70.3,1276,45,3.5,44,97.8,1240,50,4,41,82
CA,2008,Female,50+,112,60,30,29,*,0,201.5,144.75,264,112,53.6,112,*,*,*,*,111,*,*,*,*
CA,2009,Male,20-49,679,514,243,240,22,*,211,115,293.75,670,76.7,650,19,2.9,19,100,632,23,3.6,22,95.7
CA,2009,Male,50+,112,82,46,30,*,*,175.5,102.5,293.25,111,73.9,107,*,*,*,*,105,*,*,*,*
CA,2009,Female,20-49,1415,1129,514,520,66,29,215,124,300,1402,80.5,1357,58,4.3,53,91.4,1320,40,3,35,87.5
CA,2009,Female,50+,128,97,50,41,*,*,198,122,283,127,76.4,125,*,*,*,*,124,*,*,*,*
CA,2010,Male,20-49,777,535,241,248,32,14,220,118,307,770,69.5,743,56,7.5,50,89.3,724,41,5.7,32,78
CA,2010,Male,50+,169,118,57,48,*,*,203,102.5,302,167,70.7,160,12,7.5,*,*,157,12,7.6,11,91.7
CA,2010,Female,20-49,1819,1206,521,519,95,71,230,126.25,315.75,1782,67.7,1699,130,7.7,118,90.8,1662,92,5.5,81,88
CA,2010,Female,50+,199,128,54,58,11,*,224.5,132.5,313.5,195,65.6,188,14,7.4,14,100,185,*,*,*,*
CA,2011,Male,20-49,854,593,253,291,30,19,228,119,310,839,70.7,799,50,6.3,46,92,782,94,12,88,93.6
CA,2011,Male,50+,185,126,61,52,*,*,215,95.75,315.75,185,68.1,181,20,11,19,95,178,13,7.3,12,92.3
CA,2011,Female,20-49,1995,1391,488,615,149,139,262,152,340,1954,71.2,1839,129,7,118,91.5,1791,158,8.8,136,86.1
CA,2011,Female,50+,182,118,40,64,*,*,254.5,172.75,321.75,177,66.7,175,12,6.9,11,91.7,174,13,7.5,11,84.6
CA,2012,Male,20-49,755,586,241,265,45,35,236,130,317,745,78.7,724,47,6.5,40,85.1,710,69,9.7,62,89.9
CA,2012,Male,50+,157,125,66,48,*,*,183,83,311,156,80.1,151,18,11.9,13,72.2,145,16,11,14,87.5
CA,2012,Female,20-49,1780,1385,512,571,154,148,259,141,339,1743,79.5,1646,145,8.8,126,86.9,1598,140,8.8,126,90
CA,2012,Female,50+,182,145,60,62,17,*,219,142,304,181,80.1,173,*,*,*,*,171,*,*,*,*
CA,2013,Male,20-49,1071,666,264,266,67,69,235,123,330.75,1041,64,959,56,5.8,51,91.1,929,125,13.5,114,91.2
CA,2013,Male,50+,337,178,79,62,20,17,217,103,332,322,55.3,303,*,*,*,*,289,17,5.9,16,94.1
CA,2013,Female,20-49,2200,1343,504,449,175,215,258,134.5,383,2121,63.3,1955,77,3.9,69,89.6,1867,168,9,151,89.9
CA,2013,Female,50+,340,156,53,62,26,15,274.5,147.75,364.25,332,47,311,16,5.1,16,100,303,16,5.3,15,93.8
CA,2014,Male,20-49,775,545,192,175,134,44,279,134,393,758,71.9,713,151,21.2,142,94,684,119,17.4,111,93.3
CA,2014,Male,50+,189,131,51,46,19,15,249,138,357,182,72,169,25,14.8,22,88,167,26,15.6,23,88.5
CA,2014,Female,20-49,1685,1139,360,371,235,173,293,155,421,1626,70,1520,230,15.1,217,94.3,1465,227,15.5,203,89.4
CA,2014,Female,50+,229,155,39,77,19,20,282,201,350.5,225,68.9,213,22,10.3,21,95.5,212,22,10.4,22,100
CA,2015,Male,20-49,939,700,256,178,191,75,285,129.25,429.25,919,76.2,869,224,25.8,203,90.6,836,163,19.5,140,85.9
CA,2015,Male,50+,266,184,83,40,52,*,242.5,114,388.5,257,71.6,245,55,22.4,50,90.9,239,34,14.2,31,91.2
CA,2015,Female,20-49,1721,1263,460,314,332,157,272,130,439.5,1680,75.2,1571,359,22.9,332,92.5,1504,266,17.7,229,86.1
CA,2015,Female,50+,241,175,73,53,32,17,245,134.5,377,232,75.4,225,51,22.7,48,94.1,217,32,14.7,25,78.1
CA,2016,Male,20-49,1368,999,373,196,218,212,296,125,472.5,1338,74.7,1116,428,38.4,393,91.8,1052,211,20.1,170,80.6
CA,2016,Male,50+,342,222,86,48,42,46,268.5,124.5,484,329,67.5,269,81,30.1,75,92.6,258,56,21.7,51,91.1
CA,2016,Female,20-49,2417,1707,534,354,321,498,337,155.5,545,2364,72.2,2027,671,33.1,616,91.8,1918,410,21.4,344,83.9
CA,2016,Female,50+,409,288,78,72,54,84,330.5,183.5,556,401,71.8,348,110,31.6,101,91.8,337,77,22.8,70,90.9
CA,2017,Male,20-49,1043,507,183,123,91,110,291,130,462.5,1025,49.5,860,372,43.3,338,90.9,819,229,28,185,80.8
CA,2017,Male,50+,181,77,47,*,*,12,142,68,367,176,43.8,153,44,28.8,38,86.4,152,43,28.3,40,93
CA,2017,Female,20-49,1697,812,294,199,132,187,281,127,478.75,1642,49.5,1384,524,37.9,481,91.8,1321,355,26.9,303,85.4
CA,2017,Female,50+,255,109,46,30,16,17,229,142,386,250,43.6,221,76,34.4,70,92.1,216,52,24.1,46,88.5
CA,2018,Male,20-49,846,252,91,49,43,69,302,118.5,516.5,825,30.5,700,388,55.4,357,92,651,186,28.6,161,86.6
CA,2018,Male,50+,160,58,20,21,*,*,278,144.25,401.5,151,38.4,125,56,44.8,49,87.5,118,48,40.7,40,83.3
CA,2018,Female,20-49,1138,408,132,88,76,112,319,154.75,521,1109,36.8,939,496,52.8,445,89.7,865,276,31.9,234,84.8
CA,2018,Female,50+,211,63,26,14,*,17,294,123,509.5,204,30.9,189,93,49.2,85,91.4,179,58,32.4,51,87.9
CA,2019,Male,20-49,599,109,45,24,16,24,243,127,451,584,18.7,467,238,51,224,94.1,438,144,32.9,129,89.6
CA,2019,Male,50+,115,14,*,*,0,*,278,132.75,661.25,112,12.5,93,41,44.1,38,92.7,90,28,31.1,26,92.9
CA,2019,Female,20-49,677,135,48,23,21,43,345,153,532.5,653,20.7,533,269,50.5,251,93.3,489,185,37.8,172,93
CA,2019,Female,50+,120,13,*,*,*,*,269,85,410,118,11,103,42,40.8,37,88.1,102,29,28.4,26,89.7
CA,2020,Male,20-49,411,71,19,22,17,13,324,162.5,463.5,401,17.7,300,159,53,151,95,275,107,38.9,101,94.4
CA,2020,Male,50+,101,*,*,*,*,*,*,*,*,97,*,74,40,54.1,38,95,65,16,24.6,15,93.8
CA,2020,Female,20-49,633,118,34,26,23,35,346.5,157.25,556.75,604,19.5,494,250,50.6,238,95.2,442,152,34.4,143,94.1
CA,2020,Female,50+,105,*,*,*,*,*,*,*,*,100,*,88,33,37.5,29,87.9,74,29,39.2,27,93.1
CA,2021,Male,20-49,356,51,15,19,*,*,259,182.5,403,349,14.6,238,103,43.3,97,94.2,200,99,49.5,91,91.9
CA,2021,Male,50+,88,12,*,*,*,*,220.5,148,489.5,83,14.5,60,28,46.7,27,96.4,52,17,32.7,16,94.1
CA,2021,Female,20-49,518,92,17,26,30,19,369.5,249,485,508,18.1,378,160,42.3,143,89.4,319,147,46.1,140,95.2
CA,2021,Female,50+,87,*,*,*,*,*,*,*,*,85,*,63,28,44.4,25,89.3,56,28,50,26,92.9
CA,2022,Male,20-49,240,59,18,16,18,*,307,139.5,450.5,235,25.1,90,53,58.9,49,92.5,15,*,*,*,*
CA,2022,Male,50+,71,11,*,*,*,*,391,204,526.5,71,15.5,32,19,59.4,18,94.7,*,*,*,*,*
CA,2022,Female,20-49,395,85,24,18,14,29,355,182,560,388,21.9,146,74,50.7,72,97.3,29,15,51.7,15,100
CA,2022,Female,50+,66,*,*,*,*,*,*,*,*,66,*,26,13,50,12,92.3,*,*,*,*,*
CA,2023,Male,20-49,80,0,,,,,,,,52,0,0,0,,0,,**,**,**,**,**
CA,2023,Male,50+,30,0,,,,,,,,23,0,0,0,,0,,**,**,**,**,**
CA,2023,Female,20-49,140,*,*,*,*,*,*,*,*,93,*,0,0,,0,,**,**,**,**,**
CA,2023,Female,50+,34,0,,,,,,,,27,0,0,0,,0,,**,**,**,**,**
CN,ALL,ALL,ALL,38287,25853,10852,7238,3852,3911,245,104,388,36282,71.3,31615,15691,49.6,13933,88.8,29382,13189,44.9,11485,87.1
CN,2006,ALL,ALL,733,571,438,115,11,*,100,45.5,191.5,696,82,646,308,47.7,282,91.6,637,322,50.5,294,91.3
CN,2007,ALL,ALL,1448,1101,867,170,38,26,119,48,193,1390,79.2,1291,505,39.1,462,91.5,1250,523,41.8,488,93.3
CN,2008,ALL,ALL,1737,1400,914,389,57,40,152,60,243,1677,83.5,1560,570,36.5,532,93.3,1515,616,40.7,564,91.6
CN,2009,ALL,ALL,1997,1712,858,719,92,43,200,86.75,288,1932,88.6,1740,514,29.5,480,93.4,1666,638,38.3,583,91.4
CN,2010,ALL,ALL,1896,1674,843,636,120,75,200,78,299,1812,92.4,1671,636,38.1,592,93.1,1614,607,37.6,562,92.6
CN,2011,ALL,ALL,2265,1988,857,712,230,189,233,87.75,335,2147,92.6,1933,806,41.7,749,92.9,1864,730,39.2,681,93.3
CN,2012,ALL,ALL,2533,2098,844,748,296,210,246,111,349,2387,87.9,2152,755,35.1,701,92.8,2055,683,33.2,627,91.8
CN,2013,ALL,ALL,3137,2090,790,654,353,293,268,125,389,2988,69.9,2683,1006,37.5,925,91.9,2580,895,34.7,837,93.5
CN,2014,ALL,ALL,3438,2557,861,658,635,403,297,146,440,3262,78.4,2948,1046,35.5,938,89.7,2812,1012,36,888,87.7
CN,2015,ALL,ALL,3179,1860,701,451,349,359,271,112,446,2934,63.4,2634,1082,41.1,944,87.2,2534,1194,47.1,1010,84.6
CN,2016,ALL,ALL,3379,1285,496,296,216,277,268,99,465,3079,41.7,2717,1731,63.7,1465,84.6,2598,1304,50.2,1024,78.5
CN,2017,ALL,ALL,3063,1810,605,388,363,454,319,139.25,503.5,2858,63.3,2536,1860,73.3,1585,85.2,2408,1200,49.8,959,79.9
CN,2018,ALL,ALL,2881,1730,511,420,336,463,325,173,517,2798,61.8,2546,1947,76.5,1665,85.5,2284,1446,63.3,1208,83.5
CN,2019,ALL,ALL,2249,1385,388,302,281,414,352,176,550,2204,62.8,1824,1173,64.3,1050,89.5,1554,807,51.9,692,85.7
CN,2020,ALL,ALL,1183,831,249,179,162,241,335,169,529,1145,72.6,963,574,59.6,504,87.8,818,428,52.3,372,86.9
CN,2021,ALL,ALL,1036,690,239,179,108,164,294.5,131,485.75,989,69.8,844,537,63.6,498,92.7,704,428,60.8,390,91.1
CN,2022,ALL,ALL,1231,668,262,138,122,146,279,102.75,465.25,1143,58.4,846,584,69,515,88.2,485,352,72.6,303,86.1
CN,2023,ALL,ALL,878,384,125,79,80,100,330,160,521,818,46.9,81,57,70.4,46,80.7,**,**,**,**,**
CN,2024,ALL,ALL,24,19,*,*,*,*,416,250.5,569,23,82.6,0,0,,0,,**,**,**,**,**
CN,ALL,Male,ALL,22659,16691,7277,4520,2529,2365,238,93,380,21637,77.1,18952,10923,57.6,9912,90.7,17594,9294,52.8,8357,89.9
CN,ALL,Female,ALL,15628,9162,3575,2718,1323,1546,256.5,125,406,14645,62.6,12663,4768,37.7,4021,84.3,11788,3895,33,3128,80.3
CN,ALL,ALL,20-49,33119,22509,9307,6335,3418,3449,248,106,392,31363,71.8,27381,13777,50.3,12215,88.7,25420,11548,45.4,10038,86.9
CN,ALL,ALL,50+,5168,3344,1545,903,434,462,218,94,362,4919,68,4234,1914,45.2,1718,89.8,3962,1641,41.4,1447,88.2
CN,2006,Male,ALL,462,380,299,72,*,*,94,43.75,181.25,441,86.2,407,231,56.8,212,91.8,401,229,57.1,215,93.9
CN,2006,Female,ALL,271,191,139,43,*,*,113,51,206.5,255,74.9,239,77,32.2,70,90.9,236,93,39.4,79,84.9
CN,2007,Male,ALL,823,660,529,98,24,*,106.5,38,186,786,84,731,373,51,346,92.8,703,364,51.8,344,94.5
CN,2007,Female,ALL,625,441,338,72,14,17,136,64,196,604,73,560,132,23.6,116,87.9,547,159,29.1,144,90.6
CN,2008,Male,ALL,1026,851,558,231,39,23,140,51.5,242,996,85.4,927,432,46.6,404,93.5,899,442,49.2,410,92.8
CN,2008,Female,ALL,711,549,356,158,18,17,159,75,244,681,80.6,633,138,21.8,128,92.8,616,174,28.2,154,88.5
CN,2009,Male,ALL,1132,982,517,388,57,20,190,72,281.75,1093,89.8,987,383,38.8,354,92.4,952,438,46,404,92.2
CN,2009,Female,ALL,865,730,341,331,35,23,214,116.25,293.75,839,87,753,131,17.4,126,96.2,714,200,28,179,89.5
CN,2010,Male,ALL,1074,965,511,330,86,38,187,67,293,1034,93.3,953,488,51.2,458,93.9,931,466,50.1,439,94.2
CN,2010,Female,ALL,822,709,332,306,34,37,208,103,305,778,91.1,718,148,20.6,134,90.5,683,141,20.6,123,87.2
CN,2011,Male,ALL,1229,1085,556,365,110,54,192,63,302,1171,92.7,1072,604,56.3,565,93.5,1044,539,51.6,511,94.8
CN,2011,Female,ALL,1036,903,301,347,120,135,267,142,365,976,92.5,861,202,23.5,184,91.1,820,191,23.3,170,89
CN,2012,Male,ALL,1436,1220,567,407,158,88,221.5,81.75,333,1371,89,1248,596,47.8,559,93.8,1198,537,44.8,500,93.1
CN,2012,Female,ALL,1097,878,277,341,138,122,286,160.25,364.75,1016,86.4,904,159,17.6,142,89.3,857,146,17,127,87
CN,2013,Male,ALL,1726,1251,514,385,222,130,253,108.5,366,1662,75.3,1514,750,49.5,699,93.2,1469,684,46.6,645,94.3
CN,2013,Female,ALL,1411,839,276,269,131,163,289,151.5,440.5,1326,63.3,1169,256,21.9,226,88.3,1111,211,19,192,91
CN,2014,Male,ALL,1878,1495,574,410,315,196,264,122,404.5,1801,83,1646,773,47,708,91.6,1591,763,48,690,90.4
CN,2014,Female,ALL,1560,1062,287,248,320,207,347,184,476,1461,72.7,1302,273,21,230,84.2,1221,249,20.4,198,79.5
CN,2015,Male,ALL,1882,1240,490,306,236,208,263,98,429.25,1769,70.1,1627,818,50.3,721,88.1,1573,832,52.9,723,86.9
CN,2015,Female,ALL,1297,620,211,145,113,151,296,152.75,489,1165,53.2,1007,264,26.2,223,84.5,961,362,37.7,287,79.3
CN,2016,Male,ALL,1974,982,387,233,165,197,261.5,93.25,446.75,1803,54.5,1600,1056,66,906,85.8,1538,864,56.2,706,81.7
CN,2016,Female,ALL,1405,303,109,63,51,80,291,122,512.5,1276,23.7,1117,675,60.4,559,82.8,1060,440,41.5,318,72.3
CN,2017,Male,ALL,1905,1284,452,279,265,288,312,130,482.5,1781,72.1,1600,1224,76.5,1078,88.1,1536,850,55.3,733,86.2
CN,2017,Female,ALL,1158,526,153,109,98,166,354,162,565.25,1077,48.8,936,636,67.9,507,79.7,872,350,40.1,226,64.6
CN,2018,Male,ALL,1858,1319,383,345,268,323,319,176,497.5,1816,72.6,1678,1279,76.2,1136,88.8,1494,961,64.3,842,87.6
CN,2018,Female,ALL,1023,411,128,75,68,140,365,148.5,576.5,982,41.9,868,668,77,529,79.2,790,485,61.4,366,75.5
CN,2019,Male,ALL,1500,1044,274,242,222,306,353,189,543,1467,71.2,1195,775,64.9,717,92.5,1008,526,52.2,475,90.3
CN,2019,Female,ALL,749,341,114,60,59,108,340,144,582,737,46.3,629,398,63.3,333,83.7,546,281,51.5,217,77.2
CN,2020,Male,ALL,747,566,174,119,108,165,326.5,160.25,527.5,725,78.1,600,349,58.2,319,91.4,493,278,56.4,248,89.2
CN,2020,Female,ALL,436,265,75,60,54,76,339,180,537,420,63.1,363,225,62,185,82.2,325,150,46.2,124,82.7
CN,2021,Male,ALL,688,529,182,137,85,125,294,130,485,666,79.4,573,379,66.1,358,94.5,461,292,63.3,271,92.8
CN,2021,Female,ALL,348,161,57,42,23,39,295,131,491,323,49.8,271,158,58.3,140,88.6,243,136,56,119,87.5
CN,2022,Male,ALL,790,522,204,115,97,106,278,102.25,447,752,69.4,559,390,69.8,355,91,302,228,75.5,200,87.7
CN,2022,Female,ALL,441,146,58,23,25,40,295.5,103.75,522,391,37.3,287,194,67.6,160,82.5,183,124,67.8,103,83.1
CN,2023,Male,ALL,512,300,104,54,63,79,333,150,521.75,486,61.7,35,23,65.7,17,73.9,**,**,**,**,**
CN,2023,Female,ALL,366,84,21,25,17,21,319,209.25,496.75,332,25.3,46,34,73.9,29,85.3,**,**,**,**,**
CN,2024,Male,ALL,17,16,*,*,*,*,470,255.75,583,17,94.1,0,0,,0,,**,**,**,**,**
CN,2024,Female,ALL,*,*,*,*,*,*,*,*,*,*,*,0,0,,0,,**,**,**,**,**
CN,2006,ALL,20-49,642,504,386,106,*,*,101,45.75,193.5,608,82.9,563,275,48.8,252,91.6,556,291,52.3,264,90.7
CN,2006,ALL,50+,91,67,52,*,*,*,100,42,180,88,76.1,83,33,39.8,30,90.9,81,31,38.3,30,96.8
CN,2007,ALL,20-49,1229,944,739,151,31,23,118,46.75,193,1179,80.1,1101,436,39.6,395,90.6,1069,438,41,408,93.2
CN,2007,ALL,50+,219,157,128,19,*,*,129,57,187,211,74.4,190,69,36.3,67,97.1,181,85,47,80,94.1
CN,2008,ALL,20-49,1483,1198,787,326,51,34,148,59,244,1433,83.6,1330,495,37.2,461,93.1,1293,533,41.2,483,90.6
