Region,Year,Sex,Age,enroll_n,enroll_byyear,enroll_percbyyear,cd4_enroll_n,cd4_enr_0_200,cd4_enr_201_350,cd4_enr_351_500,cd4_enr_501_up,cd4_enr_median,cd4_enr_p25,cd4_enr_p75,enroll_3mo_n,cd4_enroll_perc
AP,ALL,ALL,ALL,43283,43283,100,24623,11250,5642,3764,3967,227,81,406,36102,68.2
AP,2006,ALL,ALL,2827,2827,100,1738,759,377,273,329,236,86,432,2404,72.3
AP,2007,ALL,ALL,3796,3796,100,2268,951,502,408,407,253,98,424,3229,70.2
AP,2008,ALL,ALL,3483,3483,100,1604,656,378,264,306,256,108,438,2546,63
AP,2009,ALL,ALL,2996,2996,100,1641,724,363,286,268,244,91,425,2363,69.4
AP,2010,ALL,ALL,3177,3177,100,1915,929,407,272,307,212,72,399,2600,73.7
AP,2011,ALL,ALL,3070,3070,100,1853,888,411,275,279,209,74,395,2432,76.2
AP,2012,ALL,ALL,2536,2536,100,1438,675,302,217,244,221,77,414,2027,70.9
AP,2013,ALL,ALL,2451,2451,100,1423,644,342,205,232,229,72,400,1984,71.7
AP,2014,ALL,ALL,2230,2230,100,1193,556,266,165,206,226,81,423,1833,65.1
AP,2015,ALL,ALL,2556,2556,100,1475,630,359,243,243,241,92,409,2243,65.8
AP,2016,ALL,ALL,2377,2377,100,1425,707,311,200,207,203,62,381,2046,69.6
AP,2017,ALL,ALL,2589,2589,100,1415,684,337,202,192,209,69,378,2287,61.9
AP,2018,ALL,ALL,2178,2178,100,1192,546,296,188,162,224,84,379,1894,62.9
AP,2019,ALL,ALL,2215,2215,100,1270,584,328,184,174,227,78,377,1950,65.1
AP,2020,ALL,ALL,1528,1528,100,942,399,237,157,149,245,82,415,1340,70.3
AP,2021,ALL,ALL,1385,1385,100,770,390,168,96,116,198,67,389,1211,63.6
AP,2022,ALL,ALL,1369,1369,100,787,385,197,93,112,203,74,360,1240,63.5
AP,2023,ALL,ALL,520,520,100,274,143,61,36,34,184,59,351,473,57.9
AP,ALL,Male,ALL,29094,43283,67.2,16637,8141,3790,2415,2291,206,71,378,24332,68.4
AP,ALL,Female,ALL,14189,43283,32.8,7986,3109,1852,1349,1676,273,110,460,11770,67.9
AP,ALL,ALL,20-49,38048,43283,87.9,21748,9742,4993,3388,3625,233,82,413,31854,68.3
AP,ALL,ALL,50+,5235,43283,12.1,2875,1508,649,376,342,185,72,350,4248,67.7
AP,2006,Male,ALL,1805,2827,63.8,1072,509,224,167,172,215,73,412,1513,70.9
AP,2006,Female,ALL,1022,2827,36.2,666,250,153,106,157,292,120,490,891,74.7
AP,2007,Male,ALL,2371,3796,62.5,1362,652,290,230,190,214,84,397,1975,69
AP,2007,Female,ALL,1425,3796,37.5,906,299,212,178,217,308,137,482,1254,72.2
AP,2008,Male,ALL,2268,3483,65.1,1063,484,246,161,172,227,86,407,1632,65.1
AP,2008,Female,ALL,1215,3483,34.9,541,172,132,103,134,316,159,494,914,59.2
AP,2009,Male,ALL,1859,2996,62,1022,509,225,159,129,202,78,381,1449,70.5
AP,2009,Female,ALL,1137,2996,38,619,215,138,127,139,304,132,478,914,67.7
AP,2010,Male,ALL,1984,3177,62.4,1169,653,225,151,140,163,58,350,1598,73.2
AP,2010,Female,ALL,1193,3177,37.6,746,276,182,121,167,282,116,478,1002,74.5
AP,2011,Male,ALL,1869,3070,60.9,1117,632,238,125,122,164,60,322,1489,75
AP,2011,Female,ALL,1201,3070,39.1,736,256,173,150,157,300,131,472,943,78
AP,2012,Male,ALL,1658,2536,65.4,954,490,197,130,137,190,67,377,1350,70.7
AP,2012,Female,ALL,878,2536,34.6,484,185,105,87,107,279,106,473,677,71.5
AP,2013,Male,ALL,1580,2451,64.5,915,444,218,121,132,208,64,372,1290,70.9
AP,2013,Female,ALL,871,2451,35.5,508,200,124,84,100,264,98,428,694,73.2
AP,2014,Male,ALL,1498,2230,67.2,809,390,183,109,127,217,73,395,1239,65.3
AP,2014,Female,ALL,732,2230,32.8,384,166,83,56,79,245,95,460,594,64.6
AP,2015,Male,ALL,1844,2556,72.1,1080,463,265,179,173,240,83,398,1642,65.8
AP,2015,Female,ALL,712,2556,27.9,395,167,94,64,70,244,105,426,601,65.7
AP,2016,Male,ALL,1751,2377,73.7,1054,536,228,142,148,194,57,374,1509,69.8
AP,2016,Female,ALL,626,2377,26.3,371,171,83,58,59,216,78,398,537,69.1
AP,2017,Male,ALL,1869,2589,72.2,1070,515,265,154,136,210,66,372,1664,64.3
AP,2017,Female,ALL,720,2589,27.8,345,169,72,48,56,204,83,408,623,55.4
AP,2018,Male,ALL,1620,2178,74.4,907,415,234,147,111,224,79,373,1411,64.3
AP,2018,Female,ALL,558,2178,25.6,285,131,62,41,51,221,99,418,483,59
AP,2019,Male,ALL,1612,2215,72.8,940,434,244,140,122,226,77,374,1419,66.2
AP,2019,Female,ALL,603,2215,27.2,330,150,84,44,52,228,82,400,531,62.1
AP,2020,Male,ALL,1156,1528,75.7,754,325,186,130,113,242,76,406,1032,73.1
AP,2020,Female,ALL,372,1528,24.3,188,74,51,27,36,261,111,454,308,61
AP,2021,Male,ALL,1003,1385,72.4,570,299,125,73,73,190,64,370,891,64
AP,2021,Female,ALL,382,1385,27.6,200,91,43,23,43,240,92,470,320,62.5
AP,2022,Male,ALL,972,1369,71,574,281,157,66,70,203,70,346,889,64.6
AP,2022,Female,ALL,397,1369,29,213,104,40,27,42,205,81,420,351,60.7
AP,2023,Male,ALL,375,520,72.1,205,110,40,31,24,174,52,362,340,60.3
AP,2023,Female,ALL,145,520,27.9,69,33,21,*,*,212,117,331,133,51.9
AP,2006,ALL,20-49,2592,2827,91.7,1605,698,341,250,316,240,85,438,2213,72.5
AP,2006,ALL,50+,235,2827,8.3,133,61,36,23,13,214,95,365,191,69.6
AP,2007,ALL,20-49,3482,3796,91.7,2105,888,465,373,379,251,97,424,2968,70.9
AP,2007,ALL,50+,314,3796,8.3,163,63,37,35,28,281,116,425,261,62.5
AP,2008,ALL,20-49,3170,3483,91,1454,588,340,240,286,262,110,444,2322,62.6
AP,2008,ALL,50+,313,3483,9,150,68,38,24,20,218,84,370,224,67
AP,2009,ALL,20-49,2728,2996,91.1,1509,654,330,267,258,250,92,428,2166,69.7
AP,2009,ALL,50+,268,2996,8.9,132,70,33,19,*,182,86,321,197,67
AP,2010,ALL,20-49,2862,3177,90.1,1725,829,368,243,285,216,72,404,2350,73.4
AP,2010,ALL,50+,315,3177,9.9,190,100,39,29,22,186,68,364,250,76
AP,2011,ALL,20-49,2746,3070,89.4,1654,777,363,258,256,215,75,402,2181,75.8
AP,2011,ALL,50+,324,3070,10.6,199,111,48,17,23,166,67,312,251,79.3
AP,2012,ALL,20-49,2244,2536,88.5,1269,590,270,190,219,226,77,419,1804,70.3
AP,2012,ALL,50+,292,2536,11.5,169,85,32,27,25,199,71,394,223,75.8
AP,2013,ALL,20-49,2135,2451,87.1,1250,563,301,178,208,232,73,403,1746,71.6
AP,2013,ALL,50+,316,2451,12.9,173,81,41,27,24,210,69,387,238,72.7
AP,2014,ALL,20-49,1922,2230,86.2,1028,472,225,144,187,232,82,432,1590,64.7
AP,2014,ALL,50+,308,2230,13.8,165,84,41,21,19,191,73,350,243,67.9
AP,2015,ALL,20-49,2220,2556,86.9,1287,547,309,220,211,244,90,409,1957,65.8
AP,2015,ALL,50+,336,2556,13.1,188,83,50,23,32,232,95,405,286,65.7
AP,2016,ALL,20-49,2077,2377,87.4,1256,607,278,185,186,212,66,386,1801,69.7
AP,2016,ALL,50+,300,2377,12.6,169,100,33,15,21,150,42,308,245,69
AP,2017,ALL,20-49,2239,2589,86.5,1239,586,301,180,172,216,69,386,1991,62.2
AP,2017,ALL,50+,350,2589,13.5,176,98,36,22,20,173,73,334,296,59.5
AP,2018,ALL,20-49,1845,2178,84.7,1013,438,267,163,145,235,89,387,1613,62.8
AP,2018,ALL,50+,333,2178,15.3,179,108,29,25,17,157,52,340,281,63.7
AP,2019,ALL,20-49,1857,2215,83.8,1084,482,283,165,154,234,81,386,1655,65.5
AP,2019,ALL,50+,358,2215,16.2,186,102,45,19,20,176,72,326,295,63.1
AP,2020,ALL,20-49,1292,1528,84.6,792,311,207,141,133,260,89,425,1131,70
AP,2020,ALL,50+,236,1528,15.4,150,88,30,16,16,164,60,312,209,71.8
AP,2021,ALL,20-49,1109,1385,80.1,613,297,136,82,98,212,68,405,975,62.9
AP,2021,ALL,50+,276,1385,19.9,157,93,32,14,18,157,65,278,236,66.5
AP,2022,ALL,20-49,1118,1369,81.7,644,304,159,78,103,210,80,376,1016,63.4
AP,2022,ALL,50+,251,1369,18.3,143,81,38,15,*,167,62,291,224,63.8
AP,2023,ALL,20-49,410,520,78.8,221,111,50,31,29,197,56,384,375,58.9
AP,2023,ALL,50+,110,520,21.2,53,32,11,*,*,143,83,323,98,54.1
AP,ALL,Male,20-49,25352,43283,58.6,14553,6997,3335,2152,2069,212,72,385,21305,68.3
AP,ALL,Male,50+,3742,43283,8.6,2084,1144,455,263,222,172,66,331,3027,68.8
AP,ALL,Female,20-49,12696,43283,29.3,7195,2745,1658,1236,1556,278,113,467,10549,68.2
AP,ALL,Female,50+,1493,43283,3.4,791,364,194,113,120,224,94,392,1221,64.8
AP,2006,Male,20-49,1625,2827,57.5,969,463,196,150,160,215,72,414,1368,70.8
AP,2006,Male,50+,180,2827,6.4,103,46,28,17,12,214,98,367,145,71
AP,2006,Female,20-49,967,2827,34.2,636,235,145,100,156,294,125,498,845,75.3
AP,2006,Female,50+,55,2827,1.9,30,15,*,*,*,204,90,346,46,65.2
AP,2007,Male,20-49,2150,3796,56.6,1248,604,264,206,174,212,82,396,1793,69.6
AP,2007,Male,50+,221,3796,5.8,114,48,26,24,16,231,106,400,182,62.6
AP,2007,Female,20-49,1332,3796,35.1,857,284,201,167,205,308,137,482,1175,72.9
AP,2007,Female,50+,93,3796,2.4,49,15,11,11,12,321,136,473,79,62
AP,2008,Male,20-49,2040,3483,58.6,947,427,218,144,158,230,88,410,1470,64.4
AP,2008,Male,50+,228,3483,6.5,116,57,28,17,14,203,73,358,162,71.6
AP,2008,Female,20-49,1130,3483,32.4,507,161,122,96,128,318,161,501,852,59.5
AP,2008,Female,50+,85,3483,2.4,34,11,*,*,*,262,150,410,62,54.8
AP,2009,Male,20-49,1652,2996,55.1,919,454,199,146,120,204,78,388,1295,71
AP,2009,Male,50+,207,2996,6.9,103,55,26,13,*,183,78,302,154,66.9
AP,2009,Female,20-49,1076,2996,35.9,590,200,131,121,138,314,140,483,871,67.7
AP,2009,Female,50+,61,2996,2,29,15,*,*,*,159,96,342,43,67.4
AP,2010,Male,20-49,1743,3177,54.9,1025,569,197,132,127,165,57,353,1413,72.5
AP,2010,Male,50+,241,3177,7.6,144,84,28,19,13,156,64,316,185,77.8
AP,2010,Female,20-49,1119,3177,35.2,700,260,171,111,158,282,115,479,937,74.7
AP,2010,Female,50+,74,3177,2.3,46,16,11,*,*,304,155,448,65,70.8
AP,2011,Male,20-49,1628,3070,53,967,545,203,114,105,167,59,324,1298,74.5
AP,2011,Male,50+,241,3070,7.9,150,87,35,11,17,144,65,312,191,78.5
AP,2011,Female,20-49,1118,3070,36.4,687,232,160,144,151,306,140,478,883,77.8
AP,2011,Female,50+,83,3070,2.7,49,24,13,*,*,207,78,311,60,81.7
AP,2012,Male,20-49,1452,2536,57.3,830,424,179,109,118,194,67,373,1189,69.8
AP,2012,Male,50+,206,2536,8.1,124,66,18,21,19,170,66,401,161,77
AP,2012,Female,20-49,792,2536,31.2,439,166,91,81,101,286,106,479,615,71.4
AP,2012,Female,50+,86,2536,3.4,45,19,14,*,*,235,102,352,62,72.6
AP,2013,Male,20-49,1360,2451,55.5,797,389,187,102,119,208,64,374,1125,70.8
AP,2013,Male,50+,220,2451,9,118,55,31,19,13,210,65,364,165,71.5
AP,2013,Female,20-49,775,2451,31.6,453,174,114,76,89,270,103,427,621,72.9
AP,2013,Female,50+,96,2451,3.9,55,26,*,*,11,220,84,442,73,75.3
AP,2014,Male,20-49,1289,2230,57.8,698,331,155,98,114,222,72,409,1076,64.9
AP,2014,Male,50+,209,2230,9.4,111,59,28,11,13,184,74,330,163,68.1
AP,2014,Female,20-49,633,2230,28.4,330,141,70,46,73,248,97,480,514,64.2
AP,2014,Female,50+,99,2230,4.4,54,25,13,*,*,223,77,396,80,67.5
AP,2015,Male,20-49,1607,2556,62.9,952,402,237,161,152,244,81,398,1441,66.1
AP,2015,Male,50+,237,2556,9.3,128,61,28,18,21,219,94,405,201,63.7
AP,2015,Female,20-49,613,2556,24,335,145,72,59,59,244,104,428,516,64.9
AP,2015,Female,50+,99,2556,3.9,60,22,22,*,11,249,126,400,85,70.6
AP,2016,Male,20-49,1539,2377,64.7,933,462,205,132,134,204,61,379,1336,69.8
AP,2016,Male,50+,212,2377,8.9,121,74,23,*,14,146,38,285,173,69.9
AP,2016,Female,20-49,538,2377,22.6,323,145,73,53,52,229,89,406,465,69.5
AP,2016,Female,50+,88,2377,3.7,48,26,*,*,*,167,62,351,72,66.7
AP,2017,Male,20-49,1634,2589,63.1,943,443,239,136,125,217,64,376,1467,64.3
AP,2017,Male,50+,235,2589,9.1,127,72,26,18,11,171,72,327,197,64.5
AP,2017,Female,20-49,605,2589,23.4,296,143,62,44,47,208,89,414,524,56.5
AP,2017,Female,50+,115,2589,4.4,49,26,*,*,*,178,73,364,99,49.5
AP,2018,Male,20-49,1390,2178,63.8,789,341,218,128,102,235,84,377,1219,64.7
AP,2018,Male,50+,230,2178,10.6,118,74,16,19,*,141,39,337,192,61.5
AP,2018,Female,20-49,455,2178,20.9,224,97,49,35,43,234,101,432,394,56.9
AP,2018,Female,50+,103,2178,4.7,61,34,13,*,*,175,98,342,89,68.5
AP,2019,Male,20-49,1365,2215,61.6,809,355,213,130,111,242,85,385,1218,66.4
AP,2019,Male,50+,247,2215,11.2,131,79,31,*,11,160,65,300,201,65.2
AP,2019,Female,20-49,492,2215,22.2,275,127,70,35,43,222,78,400,437,62.9
AP,2019,Female,50+,111,2215,5,55,23,14,*,*,280,109,400,94,58.5
AP,2020,Male,20-49,974,1528,63.7,629,249,163,117,100,259,83,421,869,72.4
AP,2020,Male,50+,182,1528,11.9,125,76,23,13,13,157,54,304,163,76.7
AP,2020,Female,20-49,318,1528,20.8,163,62,44,24,33,272,110,458,262,62.2
AP,2020,Female,50+,54,1528,3.5,25,12,*,*,*,221,122,344,46,54.3
AP,2021,Male,20-49,806,1385,58.2,458,228,102,64,64,202,62,396,723,63.3
AP,2021,Male,50+,197,1385,14.2,112,71,23,*,*,146,67,261,168,66.7
AP,2021,Female,20-49,303,1385,21.9,155,69,34,18,34,263,96,469,252,61.5
AP,2021,Female,50+,79,1385,5.7,45,22,*,*,*,212,50,484,68,66.2
AP,2022,Male,20-49,796,1369,58.1,472,223,127,56,66,210,76,356,729,64.7
AP,2022,Male,50+,176,1369,12.9,102,58,30,*,*,168,59,282,160,63.8
AP,2022,Female,20-49,322,1369,23.5,172,81,32,22,37,213,81,456,287,59.9
AP,2022,Female,50+,75,1369,5.5,41,23,*,*,*,162,90,317,64,64.1
AP,2023,Male,20-49,302,520,58.1,168,88,33,27,20,181,48,384,276,60.9
AP,2023,Male,50+,73,520,14,37,22,*,*,*,138,64,323,64,57.8
AP,2023,Female,20-49,108,520,20.8,53,23,17,*,*,214,93,341,99,53.5
AP,2023,Female,50+,37,520,7.1,16,*,*,*,*,174,139,307,34,47.1
CA,ALL,ALL,ALL,55708,55708,100,20753,6788,4958,3805,5202,308,156,501,49470,42
CA,2006,ALL,ALL,4972,4972,100,1383,617,325,181,260,232,114,425,4486,30.8
CA,2007,ALL,ALL,4746,4746,100,1576,440,409,271,456,324,185,536,4048,38.9
CA,2008,ALL,ALL,4532,4532,100,1558,475,371,312,400,325,176,506,3775,41.3
CA,2009,ALL,ALL,4731,4731,100,2035,536,535,408,556,334,191,524,4104,49.6
CA,2010,ALL,ALL,4638,4638,100,1838,540,469,323,506,318,171,528,4074,45.1
CA,2011,ALL,ALL,4295,4295,100,1891,634,446,366,445,307,156,484,3839,49.3
CA,2012,ALL,ALL,3823,3823,100,1971,682,480,394,415,297,145,466,3450,57.1
CA,2013,ALL,ALL,3225,3225,100,1621,554,366,289,412,303,147,505,2863,56.6
CA,2014,ALL,ALL,2999,2999,100,1136,336,277,199,324,324,162,560,2694,42.2
CA,2015,ALL,ALL,3351,3351,100,1525,556,324,276,369,285,133,496,3076,49.6
CA,2016,ALL,ALL,3838,3838,100,1658,592,350,316,400,304,133,494,3581,46.3
CA,2017,ALL,ALL,3297,3297,100,1164,402,273,209,280,301,148,495,3017,38.6
CA,2018,ALL,ALL,2384,2384,100,654,220,143,105,186,318,141,525,2091,31.3
CA,2019,ALL,ALL,1573,1573,100,264,83,60,44,77,336,171,542,1374,19.2
CA,2020,ALL,ALL,1240,1240,100,178,47,50,38,43,326,184,474,1120,15.9
CA,2021,ALL,ALL,1014,1014,100,154,35,43,40,36,348,215,498,970,15.9
CA,2022,ALL,ALL,766,766,100,146,39,36,34,37,338,193,506,723,20.2
CA,2023,ALL,ALL,284,284,100,*,*,*,*,*,*,*,*,185,*
CA,ALL,Male,ALL,19719,55708,35.4,7171,2572,1758,1282,1559,284,138,467,17596,40.8
CA,ALL,Female,ALL,35989,55708,64.6,13582,4216,3200,2523,3643,320,164,521,31874,42.6
CA,ALL,ALL,20-49,48907,55708,87.8,18637,5939,4421,3470,4807,315,159,509,43465,42.9
CA,ALL,ALL,50+,6801,55708,12.2,2116,849,537,335,395,250,130,435,6005,35.2
CA,2006,Male,ALL,1551,4972,31.2,420,213,95,44,68,199,96,369,1415,29.7
CA,2006,Female,ALL,3421,4972,68.8,963,404,230,137,192,249,124,440,3071,31.4
CA,2007,Male,ALL,1549,4746,32.6,501,159,130,84,128,298,160,508,1359,36.9
CA,2007,Female,ALL,3197,4746,67.4,1075,281,279,187,328,336,197,552,2689,40
CA,2008,Male,ALL,1539,4532,34,540,186,120,105,129,304,157,485,1296,41.7
CA,2008,Female,ALL,2993,4532,66,1018,289,251,207,271,336,183,522,2479,41.1
CA,2009,Male,ALL,1535,4731,32.4,612,191,166,129,126,310,162,456,1327,46.1
CA,2009,Female,ALL,3196,4731,67.6,1423,345,369,279,430,349,206,544,2777,51.2
CA,2010,Male,ALL,1511,4638,32.6,596,201,160,94,141,288,148,482,1315,45.3
CA,2010,Female,ALL,3127,4638,67.4,1242,339,309,229,365,337,184,555,2759,45
CA,2011,Male,ALL,1444,4295,33.6,618,241,156,103,118,262,122,432,1276,48.4
CA,2011,Female,ALL,2851,4295,66.4,1273,393,290,263,327,330,170,510,2563,49.7
CA,2012,Male,ALL,1278,3823,33.4,672,246,178,135,113,280,134,432,1151,58.4
CA,2012,Female,ALL,2545,3823,66.6,1299,436,302,259,302,307,148,484,2299,56.5
CA,2013,Male,ALL,1127,3225,34.9,583,222,134,99,128,279,124,470,1001,58.2
CA,2013,Female,ALL,2098,3225,65.1,1038,332,232,190,284,320,161,526,1862,55.7
CA,2014,Male,ALL,1062,2999,35.4,400,119,101,77,103,310,162,506,956,41.8
CA,2014,Female,ALL,1937,2999,64.6,736,217,176,122,221,326,163,585,1738,42.3
CA,2015,Male,ALL,1254,3351,37.4,566,214,131,95,126,273,132,477,1154,49
CA,2015,Female,ALL,2097,3351,62.6,959,342,193,181,243,302,134,501,1922,49.9
CA,2016,Male,ALL,1477,3838,38.5,637,238,127,130,142,291,125,480,1367,46.6
CA,2016,Female,ALL,2361,3838,61.5,1021,354,223,186,258,306,138,502,2214,46.1
CA,2017,Male,ALL,1287,3297,39,467,166,109,85,107,301,146,468,1198,39
CA,2017,Female,ALL,2010,3297,61,697,236,164,124,173,301,150,500,1819,38.3
CA,2018,Male,ALL,1013,2384,42.5,250,84,62,37,67,302,126,514,886,28.2
CA,2018,Female,ALL,1371,2384,57.5,404,136,81,68,119,323,150,543,1205,33.5
CA,2019,Male,ALL,716,1573,45.5,118,44,29,18,27,252,158,458,635,18.6
CA,2019,Female,ALL,857,1573,54.5,146,39,31,26,50,358,196,560,739,19.8
CA,2020,Male,ALL,507,1240,40.9,72,15,23,19,15,344,238,470,469,15.4
CA,2020,Female,ALL,733,1240,59.1,106,32,27,19,28,318,144,551,651,16.3
CA,2021,Male,ALL,449,1014,44.3,57,17,19,*,12,255,172,446,429,13.3
CA,2021,Female,ALL,565,1014,55.7,97,18,24,31,24,385,257,499,541,17.9
CA,2022,Male,ALL,305,766,39.8,62,16,18,19,*,314,195,454,288,21.5
CA,2022,Female,ALL,461,766,60.2,84,23,18,15,28,358,194,563,435,19.3
CA,2023,Male,ALL,115,284,40.5,0,,,,,,,,74,0
CA,2023,Female,ALL,169,284,59.5,*,*,*,*,*,*,*,*,111,*
CA,2006,ALL,20-49,4442,4972,89.3,1256,560,297,161,238,231,112,425,4009,31.3
CA,2006,ALL,50+,530,4972,10.7,127,57,28,20,22,240,128,416,477,26.6
CA,2007,ALL,20-49,4340,4746,91.4,1471,403,380,254,434,330,187,542,3694,39.8
CA,2007,ALL,50+,406,4746,8.6,105,37,29,17,22,268,158,440,354,29.7
CA,2008,ALL,20-49,4100,4532,90.5,1437,423,337,295,382,335,177,516,3414,42.1
CA,2008,ALL,50+,432,4532,9.5,121,52,34,17,18,226,138,403,361,33.5
CA,2009,ALL,20-49,4243,4731,89.7,1864,479,491,370,524,336,196,530,3686,50.6
CA,2009,ALL,50+,488,4731,10.3,171,57,44,38,32,305,154,437,418,40.9
CA,2010,ALL,20-49,4144,4638,89.3,1669,478,419,295,477,325,178,536,3636,45.9
CA,2010,ALL,50+,494,4638,10.7,169,62,50,28,29,254,130,425,438,38.6
CA,2011,ALL,20-49,3808,4295,88.7,1711,559,405,334,413,313,161,491,3388,50.5
CA,2011,ALL,50+,487,4295,11.3,180,75,41,32,32,236,120,440,451,39.9
CA,2012,ALL,20-49,3368,3823,88.1,1748,600,418,357,373,302,144,467,3030,57.7
CA,2012,ALL,50+,455,3823,11.9,223,82,62,37,42,253,153,426,420,53.1
CA,2013,ALL,20-49,2835,3225,87.9,1440,470,325,269,376,318,156,510,2535,56.8
CA,2013,ALL,50+,390,3225,12.1,181,84,41,20,36,243,95,417,328,55.2
CA,2014,ALL,20-49,2600,2999,86.7,1009,300,236,181,292,328,162,563,2330,43.3
CA,2014,ALL,50+,399,2999,13.3,127,36,41,18,32,265,170,505,364,34.9
CA,2015,ALL,20-49,2854,3351,85.2,1335,468,280,250,337,302,135,501,2620,51
CA,2015,ALL,50+,497,3351,14.8,190,88,44,26,32,220,126,426,456,41.7
CA,2016,ALL,20-49,3244,3838,84.5,1423,498,293,272,360,311,136,504,3037,46.9
CA,2016,ALL,50+,594,3838,15.5,235,94,57,44,40,254,115,440,544,43.2
CA,2017,ALL,20-49,2841,3297,86.2,1033,331,248,193,261,315,158,502,2617,39.5
CA,2017,ALL,50+,456,3297,13.8,131,71,25,16,19,181,92,374,400,32.8
CA,2018,ALL,20-49,2022,2384,84.8,555,184,116,91,164,322,142,536,1794,30.9
CA,2018,ALL,50+,362,2384,15.2,99,36,27,14,22,296,137,460,297,33.3
CA,2019,ALL,20-49,1326,1573,84.3,242,78,52,42,70,337,170,536,1180,20.5
CA,2019,ALL,50+,247,1573,15.7,22,*,*,*,*,290,208,634,194,11.3
CA,2020,ALL,20-49,1042,1240,84,169,43,48,37,41,332,194,474,946,17.9
CA,2020,ALL,50+,198,1240,16,*,*,*,*,*,*,*,*,174,*
CA,2021,ALL,20-49,848,1014,83.6,138,30,40,38,30,348,219,487,813,17
CA,2021,ALL,50+,166,1014,16.4,16,*,*,*,*,364,151,593,157,10.2
CA,2022,ALL,20-49,633,766,82.6,136,35,35,31,35,338,198,509,597,22.8
CA,2022,ALL,50+,133,766,17.4,*,*,*,*,*,*,*,*,126,*
CA,2023,ALL,20-49,217,284,76.4,*,*,*,*,*,*,*,*,139,*
CA,2023,ALL,50+,67,284,23.6,0,,,,,,,,46,0
CA,ALL,Male,20-49,16406,55708,29.4,6091,2102,1492,1119,1378,293,144,474,14723,41.4
CA,ALL,Male,50+,3313,55708,5.9,1080,470,266,163,181,234,112,413,2873,37.6
CA,ALL,Female,20-49,32501,55708,58.3,12546,3837,2929,2351,3429,325,166,526,28742,43.7
CA,ALL,Female,50+,3488,55708,6.3,1036,379,271,172,214,267,149,450,3132,33.1
CA,2006,Male,20-49,1308,4972,26.3,358,183,84,34,57,197,95,356,1193,30
CA,2006,Male,50+,243,4972,4.9,62,30,11,*,11,230,121,425,222,27.9
CA,2006,Female,20-49,3134,4972,63,898,377,213,127,181,250,124,443,2816,31.9
CA,2006,Female,50+,287,4972,5.8,65,27,17,*,11,240,152,395,255,25.5
CA,2007,Male,20-49,1363,4746,28.7,453,139,117,77,120,304,166,517,1201,37.7
CA,2007,Male,50+,186,4746,3.9,48,20,13,*,*,224,106,370,158,30.4
CA,2007,Female,20-49,2977,4746,62.7,1018,264,263,177,314,338,197,553,2493,40.8
CA,2007,Female,50+,220,4746,4.6,57,17,16,*,14,299,192,445,196,29.1
CA,2008,Male,20-49,1307,4532,28.8,465,151,103,93,118,319,160,503,1113,41.8
CA,2008,Male,50+,232,4532,5.1,75,35,17,12,11,212,136,404,183,41
CA,2008,Female,20-49,2793,4532,61.6,972,272,234,202,264,342,185,529,2301,42.2
CA,2008,Female,50+,200,4532,4.4,46,17,17,*,*,234,148,383,178,25.8
CA,2009,Male,20-49,1289,4731,27.2,527,162,144,107,114,311,164,460,1121,47
CA,2009,Male,50+,246,4731,5.2,85,29,22,22,12,305,141,432,206,41.3
CA,2009,Female,20-49,2954,4731,62.4,1337,317,347,263,410,354,208,550,2565,52.1
CA,2009,Female,50+,242,4731,5.1,86,28,22,16,20,302,171,438,212,40.6
CA,2010,Male,20-49,1264,4638,27.3,503,163,133,81,126,296,156,502,1101,45.7
CA,2010,Male,50+,247,4638,5.3,93,38,27,13,15,240,116,384,214,43.5
CA,2010,Female,20-49,2880,4638,62.1,1166,315,286,214,351,340,187,565,2535,46
CA,2010,Female,50+,247,4638,5.3,76,24,23,15,14,284,174,448,224,33.9
CA,2011,Male,20-49,1183,4295,27.5,516,192,137,87,100,265,128,432,1039,49.7
CA,2011,Male,50+,261,4295,6.1,102,49,19,16,18,218,94,439,237,43
CA,2011,Female,20-49,2625,4295,61.1,1195,367,268,247,313,333,170,516,2349,50.9
CA,2011,Female,50+,226,4295,5.3,78,26,22,16,14,274,155,437,214,36.4
CA,2012,Male,20-49,1056,3823,27.6,555,196,145,120,94,293,141,438,948,58.5
CA,2012,Male,50+,222,3823,5.8,117,50,33,15,19,240,118,391,203,57.6
CA,2012,Female,20-49,2312,3823,60.5,1193,404,273,237,279,308,145,486,2082,57.3
CA,2012,Female,50+,233,3823,6.1,106,32,29,22,23,291,190,467,217,48.8
CA,2013,Male,20-49,922,3225,28.6,484,173,111,91,109,292,129,479,834,58
CA,2013,Male,50+,205,3225,6.4,99,49,23,*,19,204,93,360,167,59.3
CA,2013,Female,20-49,1913,3225,59.3,956,297,214,178,267,326,167,528,1701,56.2
CA,2013,Female,50+,185,3225,5.7,82,35,18,12,17,265,123,458,161,50.9
CA,2014,Male,20-49,877,2999,29.2,339,98,84,69,88,324,168,507,787,43.1
CA,2014,Male,50+,185,2999,6.2,61,21,17,*,15,249,156,496,169,36.1
CA,2014,Female,20-49,1723,2999,57.5,670,202,152,112,204,330,162,586,1543,43.4
CA,2014,Female,50+,214,2999,7.1,66,15,24,*,17,286,217,507,195,33.8
CA,2015,Male,20-49,1010,3351,30.1,472,170,112,82,108,278,135,481,933,50.6
CA,2015,Male,50+,244,3351,7.3,94,44,19,13,18,223,102,416,221,42.5
