chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"HIV tests conducted and positivity at facility level","Positivity - Facility VCT Testing","8.724069337880099",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity at facility level","Den Facility-Facility All","1733618",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","1733618"
"HIV tests conducted and positivity at facility level","Per Facility-Facility All","3.8",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","3.8"
"HIV tests conducted and positivity for provider-assisted referral / index testing","Index - Number of tests - Community","10090",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity for provider-assisted referral / index testing","Positivity - Community Index testing","28.4539147670961",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity for provider-assisted referral / index testing","Index - Number of tests - Facility","52086",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity for provider-assisted referral / index testing","Positivity - Facility Index Testing","15.1825826517682",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity for provider-assisted referral / index testing","Total Index tests","62176",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity for provider-assisted referral / index testing","Positivity - Index Testing Total","17.3362712300566",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV self-tests","HIV self-tests distributed","197408",,,,,,"2018","PEPFAR",
"HIV self-tests","Self Test Distributed-Data Value","171730",,,"validated","All sexes","All ages","2019","Global AIDS Monitoring 2020",
"HIV self-tests","Self Test Distributed-Data Value","240434",,,"validated","All sexes","All ages","2020","Global AIDS Monitoring 2021","240434"
"HIV self-tests","HIV self-tests distributed","415016",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2021","PEPFAR",
"HIV self-tests","Self Test Distributed-Data Value","838103",,,"validated","All sexes","All ages","2022","Global AIDS Monitoring 2023","838103"
"HIV self-tests","Self Test Distributed-Data Value","504763",,,"validated","All sexes","All ages","2023","Global AIDS Monitoring 2024","504763"
"HIV self-tests","Self Test Distributed-Data Value","412534",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","412534"
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","2757306.8544921987",,,,,,"2024","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","2778588.2284865472",,,,,,"2025","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","2802680.91484959",,,,,,"2026","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","2827648.8572067716",,,,,,"2027","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","2872269.2080585305",,,,,,"2028","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","3021061.2454886134",,,,,,"2029","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","3170858.37713228",,,,,,"2030","EIC and WHO HIV RDT Landscape Report 2024",
"Key Populations","HIV prevalence among sex workers","40.2",,,,,,"2023","UNAIDS KP-Atlas 2025","Source: Survey, 2023"
"Key Populations","HIV testing and status awareness among sex workers","96.6",,,,,,"2023","UNAIDS KP-Atlas 2025","Source: Survey, 2023"
"Key Populations","SW (Tested in past year)","13510",,,,,,"2020","PEPFAR ROP 2021",
"Key Populations","HIV prevalence among men who have sex with men","8.1",,,,"Males",,"2023","UNAIDS KP-Atlas 2025","Source: National programme data, 2023"
"Key Populations","HIV testing and status awareness among men who have sex with men","100",,,,"Males",,"2024","UNAIDS KP-Atlas 2025","Source: Programme Data DHIS2, 2024"
"Key Populations","MSM (Tested in past year)","4933",,,,,,"2020","PEPFAR ROP 2021",
"Key Populations","HIV prevalence among transgender people","17.6",,,,,,"2023","UNAIDS KP-Atlas 2025","Source: National programme data, 2023"
"Key Populations","HIV testing and status awareness among transgender people","100",,,,,,"2024","UNAIDS KP-Atlas 2025","Source: Programme Data DHIS2, 2024"
"Key Populations","HIV prevalence among prisoners","9.9",,,,,,"2024","UNAIDS KP-Atlas 2025","Source: Prison programmes"
"WHO HIV Testing Policy Compliance","From national authorities Laws requiring parental consent for adolescents to access HIV testing",,,,"Yes",,,"2022","WHO_NCPI_2025",
"WHO HIV Testing Policy Compliance","From national authorities Provider-initiated testing and counselling",,,,"Yes",,,"2025","WHO_NCPI_2025",
