chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"PLHIV who know status - by age","aware","72.8086779841308","71.5882988891222","73.9519560981578",,"both","25-34","2017","Shiny90",
"PLHIV who know status - by age","aware","73.0626797990264","72.0259455395566","74.05094230233101",,"both","25-34","2018","Shiny90",
"PLHIV who know status - by age","aware","72.2482114063871","71.4189400160396","73.083275896442",,"both","25-34","2019","Shiny90",
"PLHIV who know status - by age","aware","75.4355797566074","75.13567237820679","75.7100323600496",,"both","25-34","2020","Shiny90",
"PLHIV who know status - by age","aware","76.7736700580817","76.5767699475561","76.9641082546287",,"both","25-34","2021","Shiny90",
"PLHIV who know status - by age","aware","78.1548760016904","78.1548760016904","78.28733607888229",,"both","25-34","2022","Shiny90",
"PLHIV who know status - by age","aware","79.58823533342641","79.58823533342641","79.58823533342641",,"both","25-34","2023","Shiny90",
"PLHIV who know status - by age","aware","84.9113293868422","84.9113293868422","84.9113293868422",,"both","25-34","2024","Shiny90",
"PLHIV who know status - by age","aware","66.7108382092555","65.7683728282918","67.479641367407",,"both","35-49","2015","Shiny90",
"PLHIV who know status - by age","aware","69.2010330767078","68.3287225763619","69.9348448605687",,"both","35-49","2016","Shiny90",
"PLHIV who know status - by age","aware","72.4041129647148","71.7051598169372","73.0267751883468",,"both","35-49","2017","Shiny90",
"PLHIV who know status - by age","aware","74.5034286635068","73.8702504480677","75.0572196274068",,"both","35-49","2018","Shiny90",
"PLHIV who know status - by age","aware","76.3684233390822","75.8269815590359","76.8551463385558",,"both","35-49","2019","Shiny90",
"PLHIV who know status - by age","aware","79.6442932943615","79.56619594307101","79.7217515159973",,"both","35-49","2020","Shiny90",
"PLHIV who know status - by age","aware","81.9468542380488","81.7394342903733","82.2292708872546",,"both","35-49","2021","Shiny90",
"PLHIV who know status - by age","aware","83.8758705302961","83.8091598309786","84.03840005407879",,"both","35-49","2022","Shiny90",
"PLHIV who know status - by age","aware","85.6366227123193","85.6125400377185","85.6973509699814",,"both","35-49","2023","Shiny90",
"PLHIV who know status - by age","aware","90.0748117303094","90.0748117303094","90.0748117303094",,"both","35-49","2024","Shiny90",
"PLHIV who know status - by age","aware","63.9848335845873","63.0261538386907","64.8426085831894",,"both","50-99","2015","Shiny90",
"PLHIV who know status - by age","aware","66.86076582900469","66.0023543199408","67.6457949186417",,"both","50-99","2016","Shiny90",
"PLHIV who know status - by age","aware","71.2203212474268","70.346076475551","72.0177737292981",,"both","50-99","2017","Shiny90",
"PLHIV who know status - by age","aware","74.2322955531563","73.3816499678064","74.9756947701101",,"both","50-99","2018","Shiny90",
"PLHIV who know status - by age","aware","77.4281324139845","76.5851961114329","78.1705272113154",,"both","50-99","2019","Shiny90",
"PLHIV who know status - by age","aware","82.8148073155142","82.8148073155142","83.0027229379305",,"both","50-99","2020","Shiny90",
"PLHIV who know status - by age","aware","85.8549789151182","85.5006561722639","86.1912908638038",,"both","50-99","2021","Shiny90",
"PLHIV who know status - by age","aware","87.629254252696","87.17792814713509","88.0926673961992",,"both","50-99","2022","Shiny90",
"PLHIV who know status - by age","aware","89.1417755934408","88.8653165415948","89.55999439109719",,"both","50-99","2023","Shiny90",
"PLHIV who know status - by age","aware","92.76364478786971","92.76364478786971","92.76364478786971",,"both","50-99","2024","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","1027782.6976059636","950036.4000680448","1121693.158470285",,"both","15-99","2015","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","1162861.937923432","1055776.3268400994","1270883.3359306569",,"both","15-99","2016","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","1000760.7977036946","921676.5531193092","1084591.7607114722",,"both","15-99","2017","Shiny90",
