chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","43.755520547160934","36.74341988267749","52.6018860408699",,"Males","15+","2015","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","48.3861781658483","40.800937873856036","58.06416509957936",,"Males","15+","2016","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","52.53156327804742","44.431934789055646","63.4115813370541",,"Males","15+","2017","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","57.12670694884804","48.02571762550525","68.22018366263383",,"Males","15+","2018","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","61.46984163744619","51.677601383032886","73.95373695217188",,"Males","15+","2019","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","66.23269181044508","55.50296622482491","79.94276757886004",,"Males","15+","2020","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","69.50291809423643","58.18242971595253","83.3406375760579",,"Males","15+","2021","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","71.74995114196155","60.05074044804339","86.04113350499726",,"Males","15+","2022","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","74.52491112543294","62.14466409290928","89.3522147127048",,"Males","15+","2023","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","76.79449096150445","63.913793185464655","92.73086455478267",,"Males","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by age","aware","29.7657963429223","28.731231875156997","30.8339761718926",,"both","15-24","2015","Shiny90",
"PLHIV who know status - by age","aware","33.450063950622","32.4797922339871","34.5539416742285",,"both","15-24","2016","Shiny90",
"PLHIV who know status - by age","aware","36.6369277615451","35.6843606433228","37.7303881894341",,"both","15-24","2017","Shiny90",
"PLHIV who know status - by age","aware","39.7745585734337","38.7833039261806","40.901739694423696",,"both","15-24","2018","Shiny90",
"PLHIV who know status - by age","aware","43.065209040305405","42.031036158682","44.1519557631498",,"both","15-24","2019","Shiny90",
"PLHIV who know status - by age","aware","47.686091929122696","46.5305202180025","48.790470550535495",,"both","15-24","2020","Shiny90",
"PLHIV who know status - by age","aware","50.0730768146061","49.0258048134172","51.1948886194353",,"both","15-24","2021","Shiny90",
"PLHIV who know status - by age","aware","51.13412276160339","50.0246014709023","52.2304899988847",,"both","15-24","2022","Shiny90",
"PLHIV who know status - by age","aware","53.8157855613702","52.7568904535897","54.8170461435987",,"both","15-24","2023","Shiny90",
"PLHIV who know status - by age","aware","56.1323524065946","55.473816821822396","56.7922684959573",,"both","15-24","2024","Shiny90",
"PLHIV who know status - by age","aware","45.1081408947614","43.7244917725298","46.3947422968984",,"both","25-34","2015","Shiny90",
"PLHIV who know status - by age","aware","49.8481624524522","48.528471203348204","51.164380757766104",,"both","25-34","2016","Shiny90",
