chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"PLHIV who know status - by age","aware","75.9659855016012","73.4364967184216","77.6230439319857",,"both","50-99","2022","Shiny90",
"PLHIV who know status - by age","aware","77.53985632536539","75.1408027988999","79.1146184793328",,"both","50-99","2023","Shiny90",
"PLHIV who know status - by age","aware","78.9424569070013","76.6211913741371","80.4378616232126",,"both","50-99","2024","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","662738.0020463638","469518.8398128741","917398.0790369656",,"both","15-99","2015","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","767274.8806747668","584511.5817775226","1003983.0012128776",,"both","15-99","2016","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","1001231.311175022","894097.3254493953","1119770.9921210224",,"both","15-99","2017","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","1333300.478561726","1190586.9445776849","1480018.6970726077",,"both","15-99","2018","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","1564800.3833853835","1418293.603509824","1724394.9390078555",,"both","15-99","2019","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","1554730.8905742122","1409790.7478049432","1702964.0538657804",,"both","15-99","2020","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","1597462.3242763218","1439919.4879334655","1752159.8550374666",,"both","15-99","2021","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","1597227.1108666165","1449684.0186943065","1768263.4688314586",,"both","15-99","2022","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","1357376.206064864","1230303.433200751","1492438.3600839735",,"both","15-99","2023","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","1549213.6443678322","1394076.818654118","1722650.950591864",,"both","15-99","2024","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","247840.79785434564","196811.76512518196","307899.9077322658",,"both","15-99","2015","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","279254.86291873286","227315.8049731939","346559.99216108985",,"both","15-99","2016","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","351845.430852555","302571.1685512669","402919.52709802974",,"both","15-99","2017","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","439648.8213518021","378385.16845334216","502084.22300039383",,"both","15-99","2018","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","480179.3686135679","416290.8554189571","549701.4086046384",,"both","15-99","2019","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","452294.3134675176","395099.29706471093","515894.40889671934",,"both","15-99","2020","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","443304.1165034524","391383.55221741815","505597.8822821226",,"both","15-99","2021","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","429501.28657375847","380008.2183479117","480856.0081562294",,"both","15-99","2022","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","360024.43563325505","318647.77053687087","404945.9120507972",,"both","15-99","2023","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","403383.5708076033","357695.8130760683","449318.1653589892",,"both","15-99","2024","Shiny90",
"HIV-positive tests - new diagnoses and retests","retests","29163.97817621437",,,,"both","15-99","2015","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","32063.013512199403",,,,"both","15-99","2016","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","38762.33194054672",,,,"both","15-99","2017","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","46842.59799980453",,,,"both","15-99","2018","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","48513.65839920421",,,,"both","15-99","2019","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","44767.15398032747",,,,"both","15-99","2020","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","43563.02285412312",,,,"both","15-99","2021","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","41495.248121448894",,,,"both","15-99","2022","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","38182.4983015383",,,,"both","15-99","2023","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","41144.57368429533",,,,"both","15-99","2024","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","new_diagnoses","17007.37936533459","14890.664571728905","18881.342039532236",,"both","15-99","2015","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","17617.724635614628","15330.101185102165","19613.71732793828",,"both","15-99","2016","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","19362.542722531325","16881.183075172354","21202.971563724863",,"both","15-99","2017","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","20859.046264885823","18391.632512783057","22602.592291872395",,"both","15-99","2018","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","21236.325785373425","18960.91638618816","23022.667158124063",,"both","15-99","2019","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","21023.029049368233","18700.69014304276","22684.69753261263",,"both","15-99","2020","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","20827.582672889577","18477.58606730457","22434.25124153554",,"both","15-99","2021","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","20895.207765040795","18573.36282425889","22395.928046357636",,"both","15-99","2022","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","19193.026267575067","16992.18118686608","20578.847860242942",,"both","15-99","2023","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","19655.18132833194","17584.580436956472","21003.16203826728",,"both","15-99","2024","Shiny90",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.69962","1.48177","1.96617",,"Male+Female","15+","2015","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.67659","1.47152","1.93383",,"Male+Female","15+","2016","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.65346","1.46155","1.91545",,"Male+Female","15+","2017","Spectrum estimates 2025 (UNAIDS/WHO)",
