chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","95","88.99653501496309","100",,"Males","15+","2023","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","95","89.1230638566891","100",,"Males","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by age","aware","47.920453107940396","47.7086006330544","48.1619520700453",,"both","15-24","2015","Shiny90",
"PLHIV who know status - by age","aware","55.8278079455422","55.614499542657505","56.0673458877456",,"both","15-24","2016","Shiny90",
"PLHIV who know status - by age","aware","61.3254231150119","60.637503097191306","62.1433593516415",,"both","15-24","2017","Shiny90",
"PLHIV who know status - by age","aware","72.7329919499246","72.2277703327761","73.2002464154681",,"both","15-24","2018","Shiny90",
"PLHIV who know status - by age","aware","75.5882560831413","74.8074033627482","76.37716026100631",,"both","15-24","2019","Shiny90",
"PLHIV who know status - by age","aware","76.6847978017429","76.2454243743572","77.0680124301065",,"both","15-24","2020","Shiny90",
"PLHIV who know status - by age","aware","81.9190739332656","81.529724227639","82.2548715445412",,"both","15-24","2021","Shiny90",
"PLHIV who know status - by age","aware","84.14295780645969","83.8108451245265","84.47642053082049",,"both","15-24","2022","Shiny90",
"PLHIV who know status - by age","aware","86.1453485197907","85.8568739093016","86.4478852107631",,"both","15-24","2023","Shiny90",
"PLHIV who know status - by age","aware","87.4050470059609","87.4050470059609","87.5421380980588",,"both","15-24","2024","Shiny90",
"PLHIV who know status - by age","aware","78.8140478791388","78.1422786470343","79.4204078078176",,"both","25-34","2015","Shiny90",
"PLHIV who know status - by age","aware","80.9558377837814","80.079721442984","81.8202419936375",,"both","25-34","2016","Shiny90",
"PLHIV who know status - by age","aware","85.3848793917915","84.5594619173522","86.3316069521337",,"both","25-34","2017","Shiny90",
"PLHIV who know status - by age","aware","91.1474351912308","90.276335818118","91.9593292284413",,"both","25-34","2018","Shiny90",
"PLHIV who know status - by age","aware","92.9569242524443","92.3308324220158","93.502679805976",,"both","25-34","2019","Shiny90",
"PLHIV who know status - by age","aware","92.5539878547965","92.0570789306286","93.0233454003301",,"both","25-34","2020","Shiny90",
"PLHIV who know status - by age","aware","92.93160785209609","92.4994203036037","93.37595686904861",,"both","25-34","2021","Shiny90",
"PLHIV who know status - by age","aware","93.7078147637678","93.40501905611221","94.0284833495505",,"both","25-34","2022","Shiny90",
"PLHIV who know status - by age","aware","94.6142875227867","94.3844146181796","94.8545566222002",,"both","25-34","2023","Shiny90",
"PLHIV who know status - by age","aware","95","94.9055746092165","95.459692774457",,"both","25-34","2024","Shiny90",
